nursery,geno,ed50,std.error,genoN
um,90y,35.45121137040923,0.13195480170418597,g229
crf,CRF055,35.183263186799806,0.1776369168442519,g23
um,o.85,35.60065070520455,0.21369816894084517,g230
crf,CRF059,35.68217428014817,0.21485053942311313,g24
crf,CRF066,35.64152204575783,0.2148908983659561,g25
crf,CRF068,36.11056117247409,0.16087790791274525,g26
crf,CRF069,35.45018973094141,0.2330090942750943,g27
crf,CRF074,35.903091822792625,0.15127659417253336,g28
crf,CRF076,35.809371766164844,0.3123476343271279,g29
crf,CRF010,35.164837919315474,0.10402072913480062,g3
crf,CRF082,35.871704528659464,0.16641653799620143,g30
crf,CRF085,35.781689562329724,0.22070481737783446,g31
crf,CRF086,35.191559794179106,0.10015290878157128,g32
crf,CRF087,36.36164945387765,0.2993857140177285,g33
crf,CRF094,35.3879793564046,0.1492561785443051,g34
crf,CRF095,35.21560603162452,0.23118463551513285,g35
crf,CRF098,36.25368586536064,0.10556855506452177,g36
crf,CRF099,35.44097343568706,0.17327018500126853,g37
crf,CRF102,35.69405308392631,0.16858892124815988,g38
crf,CRF108,35.92781374123371,0.23313305588807695,g39
crf,CRF013,36.09599635479613,0.21243545675490685,g4
crf,CRF112,35.1157903191605,0.1326995177110755,g40
crf,CRF113,35.69511086233937,0.2378396256779924,g41
crf,CRF118,35.67980392897081,0.2084451267540181,g42
crf,CRF119,35.664439108582165,0.1883192315340124,g43
crf,CRF121,35.33005375466321,0.11431227225485745,g44
fwc,ApalCCN4,36.434759160747745,0.18259600353753785,g45
fwc,CB024,35.32841189524006,0.16760926738571044,g46
fwc,CM5,35.42323165188259,0.20195821088611837,g47
fwc,CM6,35.01308770900481,0.19384991680067343,g48
fwc,CU007,35.29032040296643,0.23164036729164725,g49
crf,CRF019,35.651151283963934,0.3336179424087966,g5
fwc,FM12,35.355591798665436,0.17869909013628224,g50
fwc,FM13,35.18025093095205,0.16293002372695847,g51
fwc,FM14,35.04623896968576,0.2272027945253183,g52
fwc,FM19,34.93186074171004,0.15972050433072904,g53
fwc,FM20,35.34968770567725,0.18149426286914788,g54
fwc,FM5,35.186649041602124,0.28118483055422655,g55
fwc,FM6,35.62599276895654,0.21875537952418614,g56
fwc,FM9,35.49974062097424,0.2943106773017604,g57
fwc,ML1,35.289773639225906,0.20639709777054877,g58
fwc,ML3,35.480718833685465,0.2135225053880895,g59
crf,CRF020,35.82826076311894,0.20965359898770466,g6
fwc,ML31,35.403350594365385,0.3737831877881651,g60
fwc,ML34,35.53309433709847,0.20816214508336817,g61
fwc,ML41,35.591772983317725,0.1793949986200439,g62
fwc,ML5,35.762069282079196,0.17438951725794297,g63
fwc,ML50,35.70608348669046,0.42523663577064813,g64
fwc,ML57,35.328149313386895,0.28208294690266117,g65
fwc,ML63,35.43719134843148,0.4169567333375337,g66
fwc,ML7,35.37513677071792,0.20927818388652927,g67
fwc,ML75,35.46386015951827,0.21880310434851696,g68
fwc,TDT1,35.37947211226389,0.23152733353548982,g69
crf,CRF023,36.15471918414783,0.2609439645372446,g7
fwc,TDT2,35.58505993294125,0.16688046022160966,g70
kjs,kjs11,36.93248281819223,0.34240491468629386,g71
kjs,kjs16,35.974799284763776,0.28398596224669054,g72
kjs,kjs17,35.674327248181015,0.14287454165922306,g73
kjs,kjs2,35.64319260218857,0.16181742794139672,g74
kjs,kjs20,35.817261016964224,0.185468705892452,g75
kjs,kjs25,36.45618708793545,0.18015593851652906,g76
kjs,kjs29,35.82089764441447,0.22586198704608798,g77
kjs,kjs3,36.40600759784313,0.344507689427017,g78
kjs,kjs38,35.683334218463585,0.25883577693321536,g79
crf,CRF024,35.08852760444414,0.13570727973024407,g8
kjs,kjs40,36.20579038586993,0.1669002451648752,g80
kjs,kjs47,36.0059136512899,0.22619816808080187,g81
kjs,kjs5,36.581869833494956,0.16111970610485074,g82
kjs,kjs53,36.04100606627357,0.28382165886177135,g83
kjs,kjs53?,35.762048446764176,0.18104436366150103,g84
kjs,kjs54,36.43943506503917,0.2163175597881631,g85
kjs,kjs55,36.460881604415825,0.12570338074253573,g86
kjs,kjs56,37.21447500675631,0.5619656281046238,g87
kjs,kjs57,37.45573789276476,0.90643782459847,g88
kjs,kjs58,36.533331532194566,0.15792313910692943,g89
crf,CRF028,36.21748075784727,0.17286113428311023,g9
kjs,kjs59,35.978166679005035,0.16872384482715905,g90
kjs,kjs6,35.91702653027882,0.22801835907662038,g91
kjs,kjs60,35.80810347293018,0.21965325672231442,g92
kjs,kjs61,35.992042597250496,0.18426414379340073,g93
kjs,kjs64,36.6251245217194,0.18745048225036673,g94
kjs,kjs69,36.5591619015982,0.14664246076009946,g95
kjs,kjs70,36.469776910696396,0.2178480060790148,g96
kjs,kjs74,36.19760197842245,0.24539849088738425,g97
kjs,kjs75,35.738483158536546,0.15171293401897692,g98
kjs,kjs76,35.51989339339635,0.1673697518414013,g99
