geno,f,fm,fvfm,tank_id,tank_set,max_temp
M6,343,659,0.48,S4,starboard,35
M6,477,967,0.507,S4,starboard,35
FM12,435,708,0.386,S4,starboard,35
FM12,570,896,0.364,S4,starboard,35
FM9,498,958,0.48,S4,starboard,35
FM9,616,1003,0.386,S4,starboard,35
U19,353,655,0.461,S4,starboard,35
U19,293,600,0.512,S4,starboard,35
K1,589,915,0.356,S4,starboard,35
K1,389,619,0.372,S4,starboard,35
K2,330,741,0.555,S4,starboard,35
K2,418,1189,0.648,S4,starboard,35
CM6,389,675,0.424,S4,starboard,35
CM6,419,1002,0.582,S4,starboard,35
FM20,566,1073,0.473,S4,starboard,35
FM20,597,1039,0.425,S4,starboard,35
U94,396,688,0.424,S4,starboard,35
U94,473,950,0.502,S4,starboard,35
U93,529,1133,0.533,S4,starboard,35
U93,570,1171,0.513,S4,starboard,35
FM19(C),592,967,0.388,S4,starboard,35
FM19(C),706,1010,0.301,S4,starboard,35
M5,370,736,0.497,S4,starboard,35
M5,432,770,0.439,S4,starboard,35
U15(B),441,1054,0.582,S4,starboard,35
U15(B),399,680,0.413,S4,starboard,35
ML31,435,785,0.446,S4,starboard,35
ML31,431,773,0.442,S4,starboard,35
FM7,450,1300,0.654,S4,starboard,35
FM7,550,1118,0.508,S4,starboard,35
ML3,511,1060,0.518,S4,starboard,35
ML3,413,1221,0.662,S4,starboard,35
M10,419,1014,0.587,S4,starboard,35
M10,448,975,0.541,S4,starboard,35
Acer126,458,1080,0.576,S4,starboard,35
Acer126,549,1065,0.485,S4,starboard,35
ML75,375,1214,0.691,S4,starboard,35
ML75,515,1237,0.584,S4,starboard,35
M7,340,860,0.605,S4,starboard,35
M7,372,951,0.609,S4,starboard,35
U15(A),229,692,0.669,S5,starboard,34
U15(A),384,965,0.602,S5,starboard,34
M6,340,866,0.607,S5,starboard,34
M6,301,827,0.636,S5,starboard,34
FM12,336,877,0.617,S5,starboard,34
FM12,333,880,0.622,S5,starboard,34
FM9,429,1129,0.62,S5,starboard,34
FM9,377,1124,0.665,S5,starboard,34
U19,333,775,0.57,S5,starboard,34
U19,193,481,0.599,S5,starboard,34
K1,569,1253,0.546,S5,starboard,34
K1,237,612,0.613,S5,starboard,34
K2,270,781,0.654,S5,starboard,34
K2,345,897,0.615,S5,starboard,34
CM6,255,1124,0.773,S5,starboard,34
CM6,331,805,0.589,S5,starboard,34
FM20,291,973,0.701,S5,starboard,34
FM20,255,1179,0.784,S5,starboard,34
U94,250,647,0.614,S5,starboard,34
U94,262,689,0.62,S5,starboard,34
U93,315,832,0.621,S5,starboard,34
U93,348,942,0.631,S5,starboard,34
FM19(C),438,1036,0.577,S5,starboard,34
FM19(C),398,943,0.578,S5,starboard,34
M5,311,821,0.621,S5,starboard,34
M5,331,918,0.639,S5,starboard,34
U15(B),289,702,0.588,S5,starboard,34
U15(B),288,789,0.635,S5,starboard,34
ML31,443,991,0.553,S5,starboard,34
ML31,356,931,0.618,S5,starboard,34
FM7,296,905,0.673,S5,starboard,34
FM7,384,1024,0.625,S5,starboard,34
ML3,311,996,0.688,S5,starboard,34
ML3,361,1196,0.698,S5,starboard,34
M10,249,753,0.669,S5,starboard,34
M10,282,874,0.677,S5,starboard,34
Acer126,350,928,0.623,S5,starboard,34
Acer126,295,896,0.671,S5,starboard,34
ML75,466,1092,0.573,S5,starboard,34
ML75,398,1033,0.615,S5,starboard,34
M7,298,508,0.413,S5,starboard,34
M7,310,969,0.68,S5,starboard,34
U15(A),223,594,0.625,S6,starboard,33
U15(A),472,1251,0.623,S6,starboard,33
M6,425,1172,0.637,S6,starboard,33
M6,289,1129,0.744,S6,starboard,33
FM12,398,1221,0.674,S6,starboard,33
FM12,368,1018,0.639,S6,starboard,33
FM9,382,1351,0.717,S6,starboard,33
FM9,393,1174,0.665,S6,starboard,33
U19,420,1044,0.598,S6,starboard,33
U19,457,1127,0.594,S6,starboard,33
K1,321,1176,0.727,S6,starboard,33
K1,313,1322,0.763,S6,starboard,33
K2,370,1075,0.656,S6,starboard,33
K2,477,1255,0.62,S6,starboard,33
CM6,407,1134,0.641,S6,starboard,33
CM6,539,1363,0.605,S6,starboard,33
FM20,447,1199,0.627,S6,starboard,33
FM20,524,1628,0.678,S6,starboard,33
U94,321,1058,0.697,S6,starboard,33
U94,368,939,0.608,S6,starboard,33
U93,423,1405,0.699,S6,starboard,33
U93,480,1604,0.701,S6,starboard,33
FM19(C),280,1060,0.736,S6,starboard,33
FM19(C),459,1328,0.654,S6,starboard,33
M5,371,1159,0.68,S6,starboard,33
M5,389,1221,0.681,S6,starboard,33
U15(B),428,1360,0.685,S6,starboard,33
U15(B),302,1054,0.713,S6,starboard,33
ML31,404,1306,0.691,S6,starboard,33
ML31,372,1309,0.716,S6,starboard,33
FM7,452,1447,0.688,S6,starboard,33
FM7,359,1291,0.722,S6,starboard,33
ML3,389,1112,0.65,S6,starboard,33
ML3,576,1461,0.606,S6,starboard,33
M10,416,1299,0.68,S6,starboard,33
M10,495,1310,0.622,S6,starboard,33
Acer126,508,1365,0.628,S6,starboard,33
Acer126,527,1326,0.603,S6,starboard,33
ML75,427,1249,0.658,S6,starboard,33
ML75,279,1333,0.791,S6,starboard,33
M7,305,1302,0.766,S6,starboard,33
M7,356,1358,0.738,S6,starboard,33
U15(A),219,602,0.636,S7,starboard,32
U15(A),149,418,0.644,S7,starboard,32
M6,195,485,0.598,S7,starboard,32
M6,161,425,0.621,S7,starboard,32
FM12,174,492,0.646,S7,starboard,32
FM12,206,557,0.63,S7,starboard,32
FM9,233,604,0.614,S7,starboard,32
FM9,236,620,0.619,S7,starboard,32
U19,139,441,0.685,S7,starboard,32
U19,151,426,0.646,S7,starboard,32
K1,171,505,0.661,S7,starboard,32
K1,265,788,0.664,S7,starboard,32
K2,185,449,0.588,S7,starboard,32
K2,204,552,0.63,S7,starboard,32
CM6,185,466,0.603,S7,starboard,32
CM6,287,724,0.604,S7,starboard,32
FM20,227,611,0.628,S7,starboard,32
FM20,207,573,0.639,S7,starboard,32
U94,164,466,0.648,S7,starboard,32
U94,172,463,0.629,S7,starboard,32
U93,200,581,0.656,S7,starboard,32
U93,178,476,0.626,S7,starboard,32
FM19(C),128,392,0.673,S7,starboard,32
FM19(C),192,559,0.657,S7,starboard,32
M5,163,427,0.618,S7,starboard,32
M5,167,457,0.635,S7,starboard,32
U15(B),174,476,0.634,S7,starboard,32
U15(B),170,480,0.646,S7,starboard,32
ML31,221,605,0.635,S7,starboard,32
ML31,264,697,0.621,S7,starboard,32
FM7,245,673,0.636,S7,starboard,32
FM7,235,660,0.644,S7,starboard,32
ML3,166,457,0.637,S7,starboard,32
ML3,173,411,0.579,S7,starboard,32
M10,180,506,0.644,S7,starboard,32
M10,141,382,0.631,S7,starboard,32
Acer126,187,505,0.63,S7,starboard,32
Acer126,160,451,0.645,S7,starboard,32
ML75,199,568,0.65,S7,starboard,32
ML75,186,582,0.68,S7,starboard,32
M7,166,462,0.641,S7,starboard,32
M7,154,424,0.637,S7,starboard,32
U15(A),220,619,0.645,S8,starboard,30
U15(A),180,500,0.64,S8,starboard,30
M6,123,348,0.647,S8,starboard,30
M6,134,346,0.613,S8,starboard,30
FM12,124,359,0.655,S8,starboard,30
FM12,150,408,0.632,S8,starboard,30
FM9,149,408,0.635,S8,starboard,30
FM9,146,383,0.619,S8,starboard,30
U19,114,309,0.631,S8,starboard,30
U19,125,389,0.679,S8,starboard,30
K1,171,494,0.654,S8,starboard,30
K1,187,534,0.65,S8,starboard,30
K2,215,633,0.66,S8,starboard,30
K2,152,434,0.65,S8,starboard,30
CM6,144,504,0.714,S8,starboard,30
CM6,175,475,0.632,S8,starboard,30
FM20,145,414,0.65,S8,starboard,30
FM20,141,401,0.648,S8,starboard,30
U94,149,421,0.646,S8,starboard,30
U94,117,349,0.665,S8,starboard,30
U93,158,445,0.645,S8,starboard,30
U93,155,455,0.659,S8,starboard,30
FM19(C),162,470,0.655,S8,starboard,30
FM19(C),150,416,0.639,S8,starboard,30
M5,171,482,0.645,S8,starboard,30
M5,193,562,0.657,S8,starboard,30
U15(B),121,324,0.627,S8,starboard,30
U15(B),126,347,0.637,S8,starboard,30
ML31,196,682,0.713,S8,starboard,30
ML31,147,438,0.664,S8,starboard,30
FM7,244,741,0.671,S8,starboard,30
FM7,143,469,0.695,S8,starboard,30
ML3,173,526,0.671,S8,starboard,30
ML3,172,523,0.671,S8,starboard,30
M10,123,348,0.647,S8,starboard,30
M10,149,430,0.653,S8,starboard,30
Acer126,193,562,0.657,S8,starboard,30
Acer126,149,418,0.644,S8,starboard,30
ML75,175,613,0.715,S8,starboard,30
ML75,201,577,0.652,S8,starboard,30
M7,181,536,0.662,S8,starboard,30
M7,179,507,0.647,S8,starboard,30
FM6(A),576,900,0.36,P1,port,35
FM6(A),702,1311,0.465,P1,port,35
ML41,390,681,0.427,P1,port,35
ML41,380,688,0.448,P1,port,35
U75,397,745,0.467,P1,port,35
U75,371,807,0.54,P1,port,35
Acer122,364,679,0.464,P1,port,35
Acer122,417,886,0.529,P1,port,35
Acer121,365,775,0.529,P1,port,35
Acer121,400,775,0.484,P1,port,35
K3,428,795,0.462,P1,port,35
K3,448,848,0.472,P1,port,35
KW15,321,595,0.461,P1,port,35
KW15,292,592,0.507,P1,port,35
FM6(B),541,1076,0.497,P1,port,35
FM6(B),370,832,0.555,P1,port,35
FM5,406,1056,0.616,P1,port,35
FM5,579,1231,0.53,P1,port,35
ML1,358,878,0.592,P1,port,35
ML1,498,1159,0.57,P1,port,35
ML63,360,576,0.375,P1,port,35
ML63,514,808,0.364,P1,port,35
FM19,374,673,0.444,P1,port,35
FM19,386,636,0.393,P1,port,35
U104,232,595,0.61,P1,port,35
U104,219,571,0.616,P1,port,35
FM14,352,775,0.546,P1,port,35
FM14,442,837,0.472,P1,port,35
ML34,424,640,0.338,P1,port,35
ML34,424,651,0.349,P1,port,35
FM21,336,795,0.577,P1,port,35
FM21,506,808,0.374,P1,port,35
KW5,411,912,0.549,P1,port,35
KW5,481,1256,0.617,P1,port,35
Acer120,303,618,0.51,P1,port,35
Acer120,385,661,0.418,P1,port,35
Acer123,304,796,0.618,P1,port,35
Acer123,339,877,0.613,P1,port,35
FM13,408,697,0.415,P1,port,35
FM13,465,801,0.419,P1,port,35
ML5,280,638,0.561,P1,port,35
ML5,347,766,0.547,P1,port,35
FM6(A),665,797,0.166,P2,port,36
FM6(A),306,687,0.555,P2,port,36
ML41,411,632,0.35,P2,port,36
ML41,384,667,0.424,P2,port,36
U75,429,741,0.421,P2,port,36
U75,501,730,0.314,P2,port,36
Acer122,277,723,0.617,P2,port,36
Acer122,303,711,0.574,P2,port,36
Acer121,413,808,0.489,P2,port,36
Acer121,371,678,0.453,P2,port,36
K3,564,798,0.293,P2,port,36
K3,578,1054,0.452,P2,port,36
KW15,438,639,0.315,P2,port,36
KW15,466,609,0.235,P2,port,36
FM6(B),381,611,0.376,P2,port,36
FM6(B),288,626,0.54,P2,port,36
FM5,408,768,0.469,P2,port,36
FM5,202,255,0.208,P2,port,36
ML1,568,902,0.37,P2,port,36
ML1,637,926,0.312,P2,port,36
ML63,512,752,0.319,P2,port,36
ML63,413,710,0.418,P2,port,36
FM19,423,717,0.41,P2,port,36
FM19,526,834,0.369,P2,port,36
U104,230,619,0.628,P2,port,36
U104,353,577,0.388,P2,port,36
FM14,578,847,0.318,P2,port,36
FM14,438,801,0.453,P2,port,36
ML34,668,931,0.282,P2,port,36
ML34,568,773,0.265,P2,port,36
FM21,403,616,0.346,P2,port,36
FM21,495,746,0.336,P2,port,36
KW5,458,911,0.497,P2,port,36
KW5,582,964,0.396,P2,port,36
Acer120,469,858,0.453,P2,port,36
Acer120,569,855,0.335,P2,port,36
Acer123,476,1202,0.604,P2,port,36
Acer123,453,1008,0.551,P2,port,36
FM13,492,827,0.405,P2,port,36
FM13,554,703,0.212,P2,port,36
ML5,544,686,0.207,P2,port,36
ML5,393,578,0.32,P2,port,36
FM6(A),605,714,0.153,P3,port,37
FM6(A),269,523,0.486,P3,port,37
ML41,305,598,0.49,P3,port,37
ML41,148,273,0.458,P3,port,37
U75,643,762,0.156,P3,port,37
U75,331,331,0,P3,port,37
Acer122,396,1014,0.609,P3,port,37
Acer122,247,856,0.711,P3,port,37
Acer121,233,545,0.572,P3,port,37
Acer121,238,391,0.391,P3,port,37
K3,69,119,0.42,P3,port,37
K3,178,263,0.323,P3,port,37
KW15,268,455,0.411,P3,port,37
KW15,115,176,0.347,P3,port,37
FM6(B),372,544,0.316,P3,port,37
FM6(B),259,478,0.458,P3,port,37
FM5,215,587,0.634,P3,port,37
FM5,470,685,0.314,P3,port,37
ML1,801,969,0.173,P3,port,37
ML1,400,729,0.451,P3,port,37
ML63,501,549,0.087,P3,port,37
ML63,513,809,0.366,P3,port,37
FM19,536,1032,0.481,P3,port,37
FM19,640,938,0.318,P3,port,37
U104,195,581,0.664,P3,port,37
U104,277,475,0.417,P3,port,37
FM14,324,907,0.643,P3,port,37
FM14,178,405,0.56,P3,port,37
ML34,420,798,0.474,P3,port,37
ML34,592,908,0.348,P3,port,37
FM21,379,648,0.415,P3,port,37
FM21,332,536,0.381,P3,port,37
KW5,656,926,0.292,P3,port,37
KW5,271,510,0.469,P3,port,37
Acer120,208,564,0.631,P3,port,37
Acer120,323,558,0.421,P3,port,37
Acer123,172,388,0.557,P3,port,37
Acer123,602,768,0.216,P3,port,37
FM13,589,1169,0.496,P3,port,37
FM13,507,1175,0.569,P3,port,37
ML5,389,803,0.516,P3,port,37
ML5,200,422,0.526,P3,port,37
FM6(A),26,68,0.618,P4,port,38
FM6(A),34,47,NA,P4,port,38
ML41,95,157,0.395,P4,port,38
ML41,103,137,0.248,P4,port,38
U75,49,76,0.355,P4,port,38
U75,80,102,0.216,P4,port,38
Acer122,195,227,0.141,P4,port,38
Acer122,40,58,0.31,P4,port,38
Acer121,34,60,0.433,P4,port,38
Acer121,48,58,0.172,P4,port,38
K3,139,172,0.192,P4,port,38
K3,91,91,0,P4,port,38
KW15,87,110,0.209,P4,port,38
KW15,27,104,0.74,P4,port,38
FM6(B),84,166,0.494,P4,port,38
FM6(B),91,110,0.173,P4,port,38
FM5,17,74,0.77,P4,port,38
FM5,29,48,NA,P4,port,38
ML1,524,582,0.1,P4,port,38
ML1,472,532,0.113,P4,port,38
ML63,433,470,0.079,P4,port,38
ML63,202,230,0.122,P4,port,38
FM19,454,823,0.448,P4,port,38
FM19,311,397,0.217,P4,port,38
U104,63,123,0.488,P4,port,38
U104,94,94,0,P4,port,38
FM14,274,377,0.273,P4,port,38
FM14,247,473,0.478,P4,port,38
ML34,506,550,0.08,P4,port,38
ML34,349,432,0.192,P4,port,38
FM21,269,344,0.218,P4,port,38
FM21,103,135,0.237,P4,port,38
KW5,66,135,0.511,P4,port,38
KW5,44,104,0.577,P4,port,38
Acer120,309,337,0.083,P4,port,38
Acer120,237,376,0.37,P4,port,38
Acer123,381,821,0.536,P4,port,38
Acer123,365,978,0.627,P4,port,38
FM13,107,107,0,P4,port,38
FM13,80,106,0.245,P4,port,38
ML5,97,97,0,P4,port,38
ML5,17,40,NA,P4,port,38
FM6(A),549,1206,0.545,P5,port,34
FM6(A),440,1053,0.582,P5,port,34
ML41,325,669,0.514,P5,port,34
ML41,369,914,0.596,P5,port,34
U75,372,806,0.538,P5,port,34
U75,346,764,0.547,P5,port,34
Acer122,261,626,0.583,P5,port,34
Acer122,443,1006,0.56,P5,port,34
Acer121,280,626,0.553,P5,port,34
Acer121,329,858,0.617,P5,port,34
K3,369,759,0.514,P5,port,34
K3,362,779,0.535,P5,port,34
KW15,313,829,0.622,P5,port,34
KW15,298,749,0.602,P5,port,34
FM6(B),345,852,0.595,P5,port,34
FM6(B),441,1030,0.572,P5,port,34
FM5,400,1068,0.625,P5,port,34
FM5,381,1039,0.633,P5,port,34
ML1,372,862,0.568,P5,port,34
ML1,438,1123,0.61,P5,port,34
ML63,327,725,0.549,P5,port,34
ML63,424,832,0.49,P5,port,34
FM19,225,607,0.629,P5,port,34
FM19,398,1000,0.602,P5,port,34
U104,209,537,0.611,P5,port,34
U104,347,810,0.572,P5,port,34
FM14,374,885,0.577,P5,port,34
FM14,290,813,0.643,P5,port,34
ML34,248,641,0.613,P5,port,34
ML34,333,741,0.551,P5,port,34
FM21,437,917,0.523,P5,port,34
FM21,409,1003,0.592,P5,port,34
KW5,271,585,0.537,P5,port,34
KW5,421,1091,0.614,P5,port,34
Acer120,266,609,0.563,P5,port,34
Acer120,316,764,0.586,P5,port,34
Acer123,297,855,0.653,P5,port,34
Acer123,275,739,0.628,P5,port,34
FM13,334,697,0.521,P5,port,34
FM13,374,861,0.566,P5,port,34
ML5,238,539,0.558,P5,port,34
ML5,358,894,0.6,P5,port,34
FM6(A),529,1395,0.621,P6,port,33
FM6(A),347,1141,0.696,P6,port,33
ML41,328,874,0.625,P6,port,33
ML41,334,966,0.654,P6,port,33
U75,445,1273,0.65,P6,port,33
U75,429,1440,0.702,P6,port,33
Acer122,393,1109,0.646,P6,port,33
Acer122,396,1282,0.691,P6,port,33
Acer121,470,1052,0.553,P6,port,33
Acer121,314,1037,0.697,P6,port,33
K3,520,1321,0.606,P6,port,33
K3,364,1170,0.689,P6,port,33
KW15,479,1264,0.621,P6,port,33
KW15,495,1422,0.652,P6,port,33
FM6(B),302,827,0.635,P6,port,33
FM6(B),307,683,0.551,P6,port,33
FM5,454,1154,0.607,P6,port,33
FM5,554,1413,0.608,P6,port,33
ML1,381,1104,0.655,P6,port,33
ML1,404,1141,0.646,P6,port,33
ML63,417,1215,0.657,P6,port,33
ML63,419,999,0.581,P6,port,33
FM19,466,1361,0.658,P6,port,33
FM19,295,1203,0.755,P6,port,33
U104,331,953,0.653,P6,port,33
U104,227,1012,0.776,P6,port,33
FM14,407,1180,0.655,P6,port,33
FM14,284,1119,0.746,P6,port,33
ML34,295,1284,0.77,P6,port,33
ML34,394,1137,0.653,P6,port,33
FM21,313,1361,0.77,P6,port,33
FM21,409,1277,0.68,P6,port,33
KW5,214,569,0.624,P6,port,33
KW5,229,582,0.607,P6,port,33
Acer120,260,814,0.681,P6,port,33
Acer120,267,703,0.62,P6,port,33
Acer123,192,560,0.657,P6,port,33
Acer123,173,505,0.657,P6,port,33
FM13,142,439,0.677,P6,port,33
FM13,153,497,0.692,P6,port,33
ML5,267,700,0.619,P6,port,33
ML5,187,723,0.741,P6,port,33
FM6(A),238,598,0.602,P7,port,32
FM6(A),194,546,0.645,P7,port,32
ML41,136,355,0.617,P7,port,32
ML41,152,407,0.627,P7,port,32
U75,202,552,0.634,P7,port,32
U75,174,483,0.64,P7,port,32
Acer122,322,1585,0.797,P7,port,32
Acer122,373,1113,0.665,P7,port,32
Acer121,365,1075,0.66,P7,port,32
Acer121,336,970,0.654,P7,port,32
K3,391,1177,0.668,P7,port,32
K3,397,1167,0.66,P7,port,32
KW15,325,877,0.629,P7,port,32
KW15,226,854,0.735,P7,port,32
FM6(B),375,1412,0.734,P7,port,32
FM6(B),399,1189,0.664,P7,port,32
FM5,297,945,0.686,P7,port,32
FM5,430,1399,0.693,P7,port,32
ML1,NA,NA,NA,P7,port,32
ML1,NA,NA,NA,P7,port,32
ML63,320,945,0.661,P7,port,32
ML63,362,923,0.608,P7,port,32
FM19,450,1334,0.663,P7,port,32
FM19,385,1265,0.696,P7,port,32
U104,241,670,0.64,P7,port,32
U104,419,1155,0.637,P7,port,32
FM14,348,1065,0.673,P7,port,32
FM14,396,1116,0.645,P7,port,32
ML34,290,980,0.704,P7,port,32
ML34,382,1065,0.641,P7,port,32
FM21,335,1065,0.685,P7,port,32
FM21,361,1028,0.649,P7,port,32
KW5,419,1225,0.658,P7,port,32
KW5,430,1191,0.639,P7,port,32
Acer120,342,965,0.646,P7,port,32
Acer120,300,1035,0.71,P7,port,32
Acer123,328,944,0.653,P7,port,32
Acer123,304,1003,0.697,P7,port,32
FM13,360,1063,0.661,P7,port,32
FM13,410,1124,0.635,P7,port,32
ML5,253,800,0.684,P7,port,32
ML5,325,1099,0.704,P7,port,32
FM6(A),479,1379,0.653,P8,port,30
FM6(A),376,1041,0.639,P8,port,30
ML41,120,327,0.633,P8,port,30
ML41,147,401,0.633,P8,port,30
U75,159,497,0.68,P8,port,30
U75,193,544,0.645,P8,port,30
Acer122,137,395,0.653,P8,port,30
Acer122,208,638,0.674,P8,port,30
Acer121,187,489,0.618,P8,port,30
Acer121,225,615,0.634,P8,port,30
K3,183,507,0.639,P8,port,30
K3,225,618,0.636,P8,port,30
KW15,136,395,0.656,P8,port,30
KW15,193,473,0.592,P8,port,30
FM6(B),211,594,0.645,P8,port,30
FM6(B),209,545,0.617,P8,port,30
FM5,148,501,0.705,P8,port,30
FM5,162,472,0.657,P8,port,30
ML1,130,438,0.703,P8,port,30
ML1,164,497,0.67,P8,port,30
ML63,172,477,0.639,P8,port,30
ML63,201,536,0.625,P8,port,30
FM19,134,396,0.662,P8,port,30
FM19,207,625,0.669,P8,port,30
U104,116,319,0.636,P8,port,30
U104,136,367,0.629,P8,port,30
FM14,128,361,0.645,P8,port,30
FM14,156,425,0.633,P8,port,30
ML34,119,340,0.65,P8,port,30
ML34,129,359,0.641,P8,port,30
FM21,156,416,0.625,P8,port,30
FM21,160,460,0.652,P8,port,30
KW5,139,463,0.7,P8,port,30
KW5,141,390,0.638,P8,port,30
Acer120,124,384,0.677,P8,port,30
Acer120,143,415,0.655,P8,port,30
Acer123,132,345,0.617,P8,port,30
Acer123,129,349,0.63,P8,port,30
FM13,111,308,0.64,P8,port,30
FM13,183,472,0.612,P8,port,30
ML5,201,573,0.649,P8,port,30
ML5,238,648,0.633,P8,port,30
