"","Time (rel/ms)","Date","Time","Type","No.","1:F","1:Fm'","1:PAR","1:Y (II)","1:ETR"
"37",375875,2020-10-11,19:08:05,"F",11445,"178",234,0,"0.239","0.0"
"38",380685,2020-10-11,19:08:10,"F",11446,"212",212,0,"0.000","0.0"
"39",391225,2020-10-11,19:08:21,"F",11447,"31",58,0,"0.466","0.0"
"40",397555,2020-10-11,19:08:27,"F",11448,"123",155,0,"0.206","0.0"
"41",439275,2020-10-11,19:09:09,"F",11449,"69",107,0,"0.355","0.0"
"42",448095,2020-10-11,19:09:18,"F",11450,"114",140,0,"0.186","0.0"
"43",481675,2020-10-11,19:09:51,"F",11451,"62",79,0,"0.215","0.0"
"44",503855,2020-10-11,19:10:13,"F",11452,"103",131,0,"0.214","0.0"
"45",527035,2020-10-11,19:10:37,"F",11453,"91",120,0,"0.242","0.0"
"46",608005,2020-10-11,19:11:58,"C",NA,"File Nr. 461 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"47",636855,2020-10-11,19:12:26,"F",11454,"74",102,0,"0.275","0.0"
"48",646465,2020-10-11,19:12:36,"F",11455,"89",107,0,"0.168","0.0"
"49",653675,2020-10-11,19:12:43,"F",11456,"169",191,0,"0.115","0.0"
"50",669835,2020-10-11,19:12:59,"F",11457,"105",141,0,"0.255","0.0"
"51",675835,2020-10-11,19:13:05,"F",11458,"164",203,0,"0.192","0.0"
"52",681585,2020-10-11,19:13:11,"F",11459,"118",144,0,"0.181","0.0"
"53",693965,2020-10-11,19:13:23,"F",11460,"116",155,0,"0.252","0.0"
"54",744135,2020-10-11,19:14:14,"F",11461,"45",58,0,"0.224","0.0"
"55",754025,2020-10-11,19:14:24,"F",11462,"59",74,0,"0.203","0.0"
"56",759285,2020-10-11,19:14:29,"F",11463,"145",201,0,"0.279","0.0"
"57",766745,2020-10-11,19:14:36,"F",11464,"366",380,0,"0.037","0.0"
"58",771195,2020-10-11,19:14:41,"F",11465,"417",566,0,"0.263","0.0"
"59",784775,2020-10-11,19:14:54,"F",11466,"73",90,0,"0.189","0.0"
"60",788485,2020-10-11,19:14:58,"F",11467,"72",134,0,"0.463","0.0"
"61",798925,2020-10-11,19:15:08,"F",11468,"87",114,0,"0.237","0.0"
"62",839225,2020-10-11,19:15:49,"F",11469,"19",47,0,"-","-"
"63",846625,2020-10-11,19:15:56,"F",11470,"76",101,0,"0.248","0.0"
"64",866185,2020-10-11,19:16:16,"F",11471,"155",182,0,"0.148","0.0"
"65",879925,2020-10-11,19:16:29,"F",11472,"173",209,0,"0.172","0.0"
"66",887815,2020-10-11,19:16:37,"F",11473,"168",192,0,"0.125","0.0"
"67",897475,2020-10-11,19:16:47,"F",11474,"37",39,0,"-","-"
"68",904415,2020-10-11,19:16:54,"F",11475,"41",55,0,"0.255","0.0"
"69",927165,2020-10-11,19:17:17,"F",11476,"48",89,0,"0.461","0.0"
"70",933945,2020-10-11,19:17:23,"F",11477,"47",57,0,"0.175","0.0"
"71",944195,2020-10-11,19:17:34,"F",11478,"57",70,0,"0.186","0.0"
"72",966745,2020-10-11,19:17:56,"F",11479,"53",85,0,"0.376","0.0"
"73",990905,2020-10-11,19:18:20,"F",11480,"51",78,0,"0.346","0.0"
"74",1008655,2020-10-11,19:18:38,"F",11481,"25",39,0,"-","-"
"75",1024105,2020-10-11,19:18:54,"F",11482,"64",175,0,"0.634","0.0"
"76",1032235,2020-10-11,19:19:02,"F",11483,"84",267,0,"0.685","0.0"
"77",1041325,2020-10-11,19:19:11,"F",11484,"152",174,0,"0.126","0.0"
"78",1047375,2020-10-11,19:19:17,"F",11485,"183",205,0,"0.107","0.0"
"79",1066635,2020-10-11,19:19:36,"F",11486,"370",450,0,"0.178","0.0"
"80",1071355,2020-10-11,19:19:41,"F",11487,"303",374,0,"0.190","0.0"
"81",1089695,2020-10-11,19:19:59,"F",11488,"35",56,0,"0.375","0.0"
"82",1103665,2020-10-11,19:20:13,"F",11489,"29",47,0,"-","-"
"83",1113235,2020-10-11,19:20:23,"F",11490,"36",59,0,"0.390","0.0"
"84",1137285,2020-10-11,19:20:47,"F",11491,"94",119,0,"0.210","0.0"
"85",1162785,2020-10-11,19:21:12,"F",11492,"71",90,0,"0.211","0.0"
"86",1176205,2020-10-11,19:21:26,"F",11493,"141",169,0,"0.166","0.0"
"87",1184525,2020-10-11,19:21:34,"F",11494,"125",172,0,"0.273","0.0"
"88",1199475,2020-10-11,19:21:49,"F",11495,"76",88,0,"0.136","0.0"
"89",1205065,2020-10-11,19:21:55,"F",11496,"87",101,0,"0.139","0.0"
"90",1223485,2020-10-11,19:22:13,"F",11497,"40",64,0,"0.375","0.0"
"91",1227135,2020-10-11,19:22:17,"F",11498,"60",76,0,"0.211","0.0"
"92",1238555,2020-10-11,19:22:28,"F",11499,"182",200,0,"0.090","0.0"
"93",1250585,2020-10-11,19:22:40,"F",11500,"115",116,0,"0.009","0.0"
"94",1272005,2020-10-11,19:23:02,"C",NA,"File Nr. 462 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"95",1316155,2020-10-11,19:23:46,"F",11501,"12",27,0,"-","-"
"96",1327995,2020-10-11,19:23:57,"F",11502,"239",323,0,"0.260","0.0"
"97",1339845,2020-10-11,19:24:09,"F",11503,"143",171,0,"0.164","0.0"
"98",1352865,2020-10-11,19:24:22,"F",11504,"143",195,0,"0.267","0.0"
"99",1365565,2020-10-11,19:24:35,"F",11505,"71",112,0,"0.366","0.0"
"100",1374365,2020-10-11,19:24:44,"F",11506,"159",228,0,"0.303","0.0"
"101",1378605,2020-10-11,19:24:48,"F",11507,"569",685,0,"0.169","0.0"
"102",1389135,2020-10-11,19:24:59,"F",11508,"231",231,0,"0.000","0.0"
"103",1400565,2020-10-11,19:25:10,"F",11509,"67",86,0,"0.221","0.0"
"104",1405345,2020-10-11,19:25:15,"F",11510,"115",155,0,"0.258","0.0"
"105",1415425,2020-10-11,19:25:25,"F",11511,"140",184,0,"0.239","0.0"
"106",1424985,2020-10-11,19:25:34,"F",11512,"126",179,0,"0.296","0.0"
"107",1432265,2020-10-11,19:25:42,"F",11513,"126",154,0,"0.182","0.0"
"108",1439075,2020-10-11,19:25:49,"F",11514,"258",386,0,"0.332","0.0"
"109",1447775,2020-10-11,19:25:57,"F",11515,"473",634,0,"0.254","0.0"
"110",1452545,2020-10-11,19:26:02,"F",11516,"468",621,0,"0.246","0.0"
"111",1461865,2020-10-11,19:26:11,"F",11517,"284",374,0,"0.241","0.0"
"112",1467945,2020-10-11,19:26:17,"F",11518,"631",742,0,"0.150","0.0"
"113",1482235,2020-10-11,19:26:32,"F",11519,"119",168,0,"0.292","0.0"
"114",1488635,2020-10-11,19:26:38,"F",11520,"171",215,0,"0.205","0.0"
"115",1496145,2020-10-11,19:26:46,"F",11521,"373",465,0,"0.198","0.0"
"116",1503705,2020-10-11,19:26:53,"F",11522,"449",535,0,"0.161","0.0"
"117",1511415,2020-10-11,19:27:01,"F",11523,"321",398,0,"0.193","0.0"
"118",1516145,2020-10-11,19:27:06,"F",11524,"368",523,0,"0.296","0.0"
"119",1525715,2020-10-11,19:27:15,"F",11525,"184",257,0,"0.284","0.0"
"120",1529755,2020-10-11,19:27:19,"F",11526,"290",415,0,"0.301","0.0"
"121",1545895,2020-10-11,19:27:35,"F",11527,"85",85,0,"0.000","0.0"
"122",1551815,2020-10-11,19:27:41,"F",11528,"146",198,0,"0.263","0.0"
"123",1563475,2020-10-11,19:27:53,"F",11529,"96",144,0,"0.333","0.0"
"124",1576375,2020-10-11,19:28:06,"F",11530,"116",261,0,"0.556","0.0"
"125",1586715,2020-10-11,19:28:16,"F",11531,"92",191,0,"0.518","0.0"
"126",1591895,2020-10-11,19:28:21,"F",11532,"256",357,0,"0.283","0.0"
"127",1598805,2020-10-11,19:28:28,"F",11533,"245",341,0,"0.282","0.0"
"128",1605805,2020-10-11,19:28:35,"F",11534,"446",515,0,"0.134","0.0"
"129",1610325,2020-10-11,19:28:40,"F",11535,"290",390,0,"0.256","0.0"
"130",1617775,2020-10-11,19:28:47,"F",11536,"211",244,0,"0.135","0.0"
"131",1622605,2020-10-11,19:28:52,"F",11537,"298",364,0,"0.181","0.0"
"132",1631295,2020-10-11,19:29:01,"F",11538,"300",388,0,"0.227","0.0"
"133",1635035,2020-10-11,19:29:05,"F",11539,"196",273,0,"0.282","0.0"
"134",1642905,2020-10-11,19:29:12,"F",11540,"102",131,0,"0.221","0.0"
"135",1647855,2020-10-11,19:29:17,"F",11541,"157",206,0,"0.238","0.0"
"136",1659555,2020-10-11,19:29:29,"F",11542,"256",328,0,"0.220","0.0"
"137",1664165,2020-10-11,19:29:34,"F",11543,"160",210,0,"0.238","0.0"
"138",5,2020-10-11,19:29:58,"C",NA,"File Nr. 463 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"139",74665,2020-10-11,19:31:12,"F",11544,"41",83,0,"0.506","0.0"
"140",107205,2020-10-11,19:31:45,"F",11545,"35",48,0,"-","-"
"141",116335,2020-10-11,19:31:54,"F",11546,"116",116,0,"0.000","0.0"
"142",129935,2020-10-11,19:32:07,"F",11547,"67",94,0,"0.287","0.0"
"143",134575,2020-10-11,19:32:12,"F",11548,"111",179,0,"0.380","0.0"
"144",142595,2020-10-11,19:32:20,"F",11549,"379",503,0,"0.247","0.0"
"145",147535,2020-10-11,19:32:25,"F",11550,"442",625,0,"0.293","0.0"
"146",162885,2020-10-11,19:32:40,"F",11551,"141",264,0,"0.466","0.0"
"147",168785,2020-10-11,19:32:46,"F",11552,"127",292,0,"0.565","0.0"
"148",174615,2020-10-11,19:32:52,"F",11553,"363",381,0,"0.047","0.0"
"149",179085,2020-10-11,19:32:57,"F",11554,"144",144,0,"0.000","0.0"
"150",189925,2020-10-11,19:33:07,"F",11555,"113",221,0,"0.489","0.0"
"151",198765,2020-10-11,19:33:16,"F",11556,"378",443,0,"0.147","0.0"
"152",203485,2020-10-11,19:33:21,"F",11557,"398",477,0,"0.166","0.0"
"153",209415,2020-10-11,19:33:27,"F",11558,"324",413,0,"0.215","0.0"
"154",213055,2020-10-11,19:33:31,"F",11559,"236",326,0,"0.276","0.0"
"155",218785,2020-10-11,19:33:36,"F",11560,"213",252,0,"0.155","0.0"
"156",223315,2020-10-11,19:33:41,"F",11561,"285",318,0,"0.104","0.0"
"157",231335,2020-10-11,19:33:49,"F",11562,"502",556,0,"0.097","0.0"
"158",234075,2020-10-11,19:33:52,"F",11563,"517",651,0,"0.206","0.0"
"159",243885,2020-10-11,19:34:01,"F",11564,"328",409,0,"0.198","0.0"
"160",248815,2020-10-11,19:34:06,"F",11565,"251",313,0,"0.198","0.0"
"161",257905,2020-10-11,19:34:15,"F",11566,"308",354,0,"0.130","0.0"
"162",264915,2020-10-11,19:34:22,"F",11567,"358",465,0,"0.230","0.0"
"163",271975,2020-10-11,19:34:29,"F",11568,"122",167,0,"0.269","0.0"
"164",277065,2020-10-11,19:34:35,"F",11569,"229",359,0,"0.362","0.0"
"165",292525,2020-10-11,19:34:50,"F",11570,"187",261,0,"0.284","0.0"
"166",298285,2020-10-11,19:34:56,"F",11571,"147",228,0,"0.355","0.0"
"167",305155,2020-10-11,19:35:03,"F",11572,"580",680,0,"0.147","0.0"
"168",309395,2020-10-11,19:35:07,"F",11573,"611",704,0,"0.132","0.0"
"169",314495,2020-10-11,19:35:12,"F",11574,"324",493,0,"0.343","0.0"
"170",319185,2020-10-11,19:35:17,"F",11575,"202",326,0,"0.380","0.0"
"171",324105,2020-10-11,19:35:22,"F",11576,"135",183,0,"0.262","0.0"
"172",329325,2020-10-11,19:35:27,"F",11577,"185",216,0,"0.144","0.0"
"173",334585,2020-10-11,19:35:32,"F",11578,"462",527,0,"0.123","0.0"
"174",339525,2020-10-11,19:35:37,"F",11579,"125",131,0,"0.046","0.0"
"175",345025,2020-10-11,19:35:43,"F",11580,"130",166,0,"0.217","0.0"
"176",350235,2020-10-11,19:35:48,"F",11581,"123",180,0,"0.317","0.0"
"177",365825,2020-10-11,19:36:03,"F",11582,"160",227,0,"0.295","0.0"
"178",381525,2020-10-11,19:36:19,"F",11583,"153",251,0,"0.390","0.0"
"179",389685,2020-10-11,19:36:27,"F",11584,"314",427,0,"0.265","0.0"
"180",396835,2020-10-11,19:36:34,"F",11585,"261",326,0,"0.199","0.0"
"181",402005,2020-10-11,19:36:40,"C",NA,"File Nr. 464 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"182",437005,2020-10-11,19:37:15,"C",NA,"File Nr. 465 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"183",457005,2020-10-11,19:37:35,"C",NA,"File Nr. 466 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"184",485345,2020-10-11,19:38:03,"F",11586,"1",33,0,"-","-"
"185",493285,2020-10-11,19:38:11,"F",11587,"17",34,0,"-","-"
"186",510255,2020-10-11,19:38:28,"F",11588,"8",29,0,"-","-"
"187",519385,2020-10-11,19:38:37,"F",11589,"21",29,0,"-","-"
"188",527355,2020-10-11,19:38:45,"F",11590,"2",20,0,"-","-"
"189",535555,2020-10-11,19:38:53,"F",11591,"6",27,0,"-","-"
"190",545585,2020-10-11,19:39:03,"F",11592,"14",30,0,"-","-"
"191",554745,2020-10-11,19:39:12,"F",11593,"1",36,0,"-","-"
"192",563845,2020-10-11,19:39:21,"F",11594,"7",31,0,"-","-"
"193",573825,2020-10-11,19:39:31,"F",11595,"14",32,0,"-","-"
"194",581555,2020-10-11,19:39:39,"F",11596,"6",26,0,"-","-"
"195",592085,2020-10-11,19:39:50,"F",11597,"5",28,0,"-","-"
"196",604635,2020-10-11,19:40:02,"F",11598,"8",24,0,"-","-"
"197",612425,2020-10-11,19:40:10,"F",11599,"8",28,0,"-","-"
"198",621545,2020-10-11,19:40:19,"F",11600,"22",27,0,"-","-"
"199",628035,2020-10-11,19:40:26,"F",11601,"13",29,0,"-","-"
"200",635335,2020-10-11,19:40:33,"F",11602,"6",39,0,"-","-"
"201",644785,2020-10-11,19:40:42,"F",11603,"8",34,0,"-","-"
"202",651175,2020-10-11,19:40:49,"F",11604,"14",21,0,"-","-"
"203",661355,2020-10-11,19:40:59,"F",11605,"13",30,0,"-","-"
"204",673215,2020-10-11,19:41:11,"F",11606,"10",37,0,"-","-"
"205",742005,2020-10-11,19:42:20,"C",NA,"File Nr. 467 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"206",756335,2020-10-11,19:42:34,"F",11607,"955",1287,0,"0.258","0.0"
"207",767605,2020-10-11,19:42:45,"F",11608,"381",551,0,"0.309","0.0"
"208",772635,2020-10-11,19:42:50,"F",11609,"444",623,0,"0.287","0.0"
"209",780615,2020-10-11,19:42:58,"F",11610,"229",305,0,"0.249","0.0"
"210",789925,2020-10-11,19:43:07,"F",11611,"276",334,0,"0.174","0.0"
"211",794195,2020-10-11,19:43:12,"F",11612,"271",573,0,"0.527","0.0"
"212",798075,2020-10-11,19:43:16,"F",11613,"432",565,0,"0.235","0.0"
"213",819995,2020-10-11,19:43:37,"F",11614,"145",174,0,"0.167","0.0"
"214",834305,2020-10-11,19:43:52,"F",11615,"202",320,0,"0.369","0.0"
"215",840375,2020-10-11,19:43:58,"F",11616,"91",131,0,"0.305","0.0"
"216",859535,2020-10-11,19:44:17,"F",11617,"262",313,0,"0.163","0.0"
"217",865835,2020-10-11,19:44:23,"F",11618,"140",186,0,"0.247","0.0"
"218",869605,2020-10-11,19:44:27,"F",11619,"209",209,0,"0.000","0.0"
"219",873285,2020-10-11,19:44:31,"F",11620,"352",418,0,"0.158","0.0"
"220",879395,2020-10-11,19:44:37,"F",11621,"297",378,0,"0.214","0.0"
"221",946475,2020-10-11,19:45:44,"F",11622,"344",455,0,"0.244","0.0"
"222",949035,2020-10-11,19:45:47,"F",11623,"384",468,0,"0.179","0.0"
"223",956955,2020-10-11,19:45:54,"F",11624,"288",441,0,"0.347","0.0"
"224",960155,2020-10-11,19:45:58,"F",11625,"380",504,0,"0.246","0.0"
"225",965945,2020-10-11,19:46:03,"F",11626,"328",583,0,"0.437","0.0"
"226",969975,2020-10-11,19:46:07,"F",11627,"377",620,0,"0.392","0.0"
"227",975025,2020-10-11,19:46:13,"F",11628,"320",526,0,"0.392","0.0"
"228",980275,2020-10-11,19:46:18,"F",11629,"381",473,0,"0.195","0.0"
"229",988905,2020-10-11,19:46:26,"F",11630,"295",502,0,"0.412","0.0"
"230",1004895,2020-10-11,19:46:42,"F",11631,"272",356,0,"0.236","0.0"
"231",1010455,2020-10-11,19:46:48,"F",11632,"322",514,0,"0.374","0.0"
"232",1016725,2020-10-11,19:46:54,"F",11633,"182",182,0,"0.000","0.0"
"233",1019125,2020-10-11,19:46:57,"F",11634,"315",401,0,"0.214","0.0"
"234",1023155,2020-10-11,19:47:01,"F",11635,"451",578,0,"0.220","0.0"
"235",1033535,2020-10-11,19:47:11,"F",11636,"346",523,0,"0.338","0.0"
"236",1037065,2020-10-11,19:47:15,"F",11637,"234",333,0,"0.297","0.0"
"237",1049455,2020-10-11,19:47:27,"F",11638,"140",365,0,"0.616","0.0"
"238",1053395,2020-10-11,19:47:31,"F",11639,"224",587,0,"0.618","0.0"
"239",1060365,2020-10-11,19:47:38,"F",11640,"131",332,0,"0.605","0.0"
"240",1068835,2020-10-11,19:47:46,"F",11641,"318",459,0,"0.307","0.0"
"241",1072545,2020-10-11,19:47:50,"F",11642,"373",569,0,"0.344","0.0"
"242",1077245,2020-10-11,19:47:55,"F",11643,"259",420,0,"0.383","0.0"
"243",1082935,2020-10-11,19:48:00,"F",11644,"203",283,0,"0.283","0.0"
"244",1087055,2020-10-11,19:48:05,"F",11645,"353",611,0,"0.422","0.0"
"245",1091755,2020-10-11,19:48:09,"F",11646,"357",494,0,"0.277","0.0"
"246",1101525,2020-10-11,19:48:19,"F",11647,"280",434,0,"0.355","0.0"
"247",1105245,2020-10-11,19:48:23,"F",11648,"266",320,0,"0.169","0.0"
"248",1118645,2020-10-11,19:48:36,"F",11649,"276",485,0,"0.431","0.0"
"249",1132655,2020-10-11,19:48:50,"F",11650,"382",497,0,"0.231","0.0"
"250",1139135,2020-10-11,19:48:57,"F",11651,"328",384,0,"0.146","0.0"
"251",1153525,2020-10-11,19:49:11,"F",11652,"203",267,0,"0.240","0.0"
"252",1215005,2020-10-11,19:50:13,"C",NA,"File Nr. 468 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"253",1219055,2020-10-11,19:50:17,"F",11653,"104",152,0,"0.316","0.0"
"254",1225135,2020-10-11,19:50:23,"F",11654,"174",389,0,"0.553","0.0"
"255",1230805,2020-10-11,19:50:28,"F",11655,"165",213,0,"0.225","0.0"
"256",1234485,2020-10-11,19:50:32,"F",11656,"419",523,0,"0.199","0.0"
"257",1241255,2020-10-11,19:50:39,"F",11657,"245",373,0,"0.343","0.0"
"258",1247785,2020-10-11,19:50:45,"F",11658,"243",330,0,"0.264","0.0"
"259",1253155,2020-10-11,19:50:51,"F",11659,"389",505,0,"0.230","0.0"
"260",1258765,2020-10-11,19:50:56,"F",11660,"235",321,0,"0.268","0.0"
"261",1266635,2020-10-11,19:51:04,"F",11661,"178",251,0,"0.291","0.0"
"262",1270395,2020-10-11,19:51:08,"F",11662,"110",168,0,"0.345","0.0"
"263",1277025,2020-10-11,19:51:15,"F",11663,"277",536,0,"0.483","0.0"
"264",1281165,2020-10-11,19:51:19,"F",11664,"364",428,0,"0.150","0.0"
"265",1287635,2020-10-11,19:51:25,"F",11665,"406",551,0,"0.263","0.0"
"266",1294875,2020-10-11,19:51:32,"F",11666,"215",256,0,"0.160","0.0"
"267",1303065,2020-10-11,19:51:41,"F",11667,"126",187,0,"0.326","0.0"
"268",1311645,2020-10-11,19:51:49,"F",11668,"281",389,0,"0.278","0.0"
"269",1327855,2020-10-11,19:52:05,"F",11669,"392",468,0,"0.162","0.0"
"270",1383025,2020-10-11,19:53:01,"F",11670,"327",424,0,"0.229","0.0"
"271",1392105,2020-10-11,19:53:10,"F",11671,"446",653,0,"0.317","0.0"
"272",1396645,2020-10-11,19:53:14,"F",11672,"233",381,0,"0.388","0.0"
"273",1402395,2020-10-11,19:53:20,"F",11673,"305",317,0,"0.038","0.0"
"274",1413935,2020-10-11,19:53:31,"F",11674,"308",403,0,"0.236","0.0"
"275",1423685,2020-10-11,19:53:41,"F",11675,"208",289,0,"0.280","0.0"
"276",1429935,2020-10-11,19:53:47,"F",11676,"429",543,0,"0.210","0.0"
"277",1434795,2020-10-11,19:53:52,"F",11677,"222",346,0,"0.358","0.0"
"278",1439865,2020-10-11,19:53:57,"F",11678,"221",350,0,"0.369","0.0"
"279",1445715,2020-10-11,19:54:03,"F",11679,"238",447,0,"0.468","0.0"
"280",1453335,2020-10-11,19:54:11,"F",11680,"277",356,0,"0.222","0.0"
"281",1457545,2020-10-11,19:54:15,"F",11681,"298",425,0,"0.299","0.0"
"282",1464025,2020-10-11,19:54:22,"F",11682,"467",613,0,"0.238","0.0"
"283",1469665,2020-10-11,19:54:27,"F",11683,"241",331,0,"0.272","0.0"
"284",1474615,2020-10-11,19:54:32,"F",11684,"417",611,0,"0.318","0.0"
"285",1480735,2020-10-11,19:54:38,"F",11685,"361",531,0,"0.320","0.0"
"286",1487205,2020-10-11,19:54:45,"F",11686,"285",426,0,"0.331","0.0"
"287",1498815,2020-10-11,19:54:56,"F",11687,"312",423,0,"0.262","0.0"
"288",1510275,2020-10-11,19:55:08,"F",11688,"274",516,0,"0.469","0.0"
"289",1519775,2020-10-11,19:55:17,"F",11689,"189",435,0,"0.566","0.0"
"290",1533595,2020-10-11,19:55:31,"F",11690,"282",408,0,"0.309","0.0"
"291",1540595,2020-10-11,19:55:38,"F",11691,"383",532,0,"0.280","0.0"
"292",1546835,2020-10-11,19:55:44,"F",11692,"224",262,0,"0.145","0.0"
"293",1551295,2020-10-11,19:55:49,"F",11693,"271",361,0,"0.249","0.0"
"294",1555835,2020-10-11,19:55:53,"F",11694,"250",347,0,"0.280","0.0"
"295",1560385,2020-10-11,19:55:58,"F",11695,"277",389,0,"0.288","0.0"
"296",1589005,2020-10-11,19:56:27,"C",NA,"File Nr. 469 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"297",1630455,2020-10-11,19:57:08,"F",11696,"424",670,0,"0.367","0.0"
"298",1636115,2020-10-11,19:57:14,"F",11697,"433",772,0,"0.439","0.0"
"299",1647265,2020-10-11,19:57:25,"F",11698,"359",593,0,"0.395","0.0"
"300",1654385,2020-10-11,19:57:32,"F",11699,"195",449,0,"0.566","0.0"
"301",1661115,2020-10-11,19:57:39,"F",11700,"329",497,0,"0.338","0.0"
"302",1666255,2020-10-11,19:57:44,"F",11701,"375",644,0,"0.418","0.0"
"303",1677565,2020-10-11,19:57:55,"F",11702,"344",628,0,"0.452","0.0"
"304",1681605,2020-10-11,19:57:59,"F",11703,"346",644,0,"0.463","0.0"
"305",1687895,2020-10-11,19:58:05,"F",11704,"206",361,0,"0.429","0.0"
"306",1690535,2020-10-11,19:58:08,"F",11705,"409",658,0,"0.378","0.0"
"307",1699845,2020-10-11,19:58:17,"F",11706,"333",508,0,"0.344","0.0"
"308",1703025,2020-10-11,19:58:21,"F",11707,"294",530,0,"0.445","0.0"
"309",1708645,2020-10-11,19:58:26,"F",11708,"438",819,0,"0.465","0.0"
"310",1712035,2020-10-11,19:58:30,"F",11709,"469",751,0,"0.375","0.0"
"311",1719465,2020-10-11,19:58:37,"F",11710,"170",393,0,"0.567","0.0"
"312",1723205,2020-10-11,19:58:41,"F",11711,"361",958,0,"0.623","0.0"
"313",1728395,2020-10-11,19:58:46,"F",11712,"273",525,0,"0.480","0.0"
"314",1733815,2020-10-11,19:58:51,"F",11713,"388",831,0,"0.533","0.0"
"315",1741355,2020-10-11,19:58:59,"F",11714,"378",627,0,"0.397","0.0"
"316",1747735,2020-10-11,19:59:05,"F",11715,"264",490,0,"0.461","0.0"
"317",1754855,2020-10-11,19:59:12,"F",11716,"272",515,0,"0.472","0.0"
"318",1758665,2020-10-11,19:59:16,"F",11717,"297",607,0,"0.511","0.0"
"319",1766025,2020-10-11,19:59:24,"F",11718,"176",584,0,"0.699","0.0"
"320",1770095,2020-10-11,19:59:28,"F",11719,"284",660,0,"0.570","0.0"
"321",1777525,2020-10-11,19:59:35,"F",11720,"363",848,0,"0.572","0.0"
"322",1790435,2020-10-11,19:59:48,"F",11721,"359",571,0,"0.371","0.0"
"323",1799115,2020-10-11,19:59:57,"F",11722,"369",578,0,"0.362","0.0"
