"2020-10-11";"23:04:22";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-11";"20:27:21";"SCHS";"";"Chart start ";""
"1416615";"2020-10-11";"20:50:58";"F";"12000";"256";"865";"0";"0.704";"0.0"
"1420005";"2020-10-11";"20:51:02";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1420715";"2020-10-11";"20:51:02";"F";"12001";"250";"669";"0";"0.626";"0.0"
"1424005";"2020-10-11";"20:51:06";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1425485";"2020-10-11";"20:51:07";"F";"12002";"240";"629";"0";"0.618";"0.0"
"1429005";"2020-10-11";"20:51:11";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1429385";"2020-10-11";"20:51:11";"F";"12003";"214";"681";"0";"0.686";"0.0"
"1433005";"2020-10-11";"20:51:15";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1435355";"2020-10-11";"20:51:17";"F";"12004";"222";"666";"0";"0.667";"0.0"
"1439005";"2020-10-11";"20:51:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1444555";"2020-10-11";"20:51:26";"F";"12005";"204";"637";"0";"0.680";"0.0"
"1448005";"2020-10-11";"20:51:30";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1450345";"2020-10-11";"20:51:32";"F";"12006";"201";"567";"0";"0.646";"0.0"
"1454005";"2020-10-11";"20:51:36";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1454545";"2020-10-11";"20:51:36";"F";"12007";"260";"751";"0";"0.654";"0.0"
"1458005";"2020-10-11";"20:51:40";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1462375";"2020-10-11";"20:51:44";"F";"12008";"262";"817";"0";"0.679";"0.0"
"1466005";"2020-10-11";"20:51:48";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1466225";"2020-10-11";"20:51:48";"F";"12009";"330";"943";"0";"0.650";"0.0"
"1470005";"2020-10-11";"20:51:52";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1473585";"2020-10-11";"20:51:55";"F";"12010";"208";"586";"0";"0.645";"0.0"
"1477005";"2020-10-11";"20:51:59";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1478685";"2020-10-11";"20:52:00";"F";"12011";"245";"652";"0";"0.624";"0.0"
"1482005";"2020-10-11";"20:52:04";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1487885";"2020-10-11";"20:52:09";"F";"12012";"345";"1015";"0";"0.660";"0.0"
"1491005";"2020-10-11";"20:52:13";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1495775";"2020-10-11";"20:52:17";"F";"12013";"206";"715";"0";"0.712";"0.0"
"1499005";"2020-10-11";"20:52:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1502025";"2020-10-11";"20:52:24";"F";"12014";"260";"823";"0";"0.684";"0.0"
"1506005";"2020-10-11";"20:52:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1508955";"2020-10-11";"20:52:30";"F";"12015";"246";"578";"0";"0.574";"0.0"
"1512005";"2020-10-11";"20:52:34";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1515785";"2020-10-11";"20:52:37";"F";"12016";"143";"497";"0";"0.712";"0.0"
"1519005";"2020-10-11";"20:52:41";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1520985";"2020-10-11";"20:52:42";"F";"12017";"207";"484";"0";"0.572";"0.0"
"1524005";"2020-10-11";"20:52:46";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1524615";"2020-10-11";"20:52:46";"F";"12018";"228";"655";"0";"0.652";"0.0"
"1528005";"2020-10-11";"20:52:50";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1532335";"2020-10-11";"20:52:54";"F";"12019";"254";"679";"0";"0.626";"0.0"
"1536005";"2020-10-11";"20:52:58";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1538585";"2020-10-11";"20:53:00";"F";"12020";"224";"635";"0";"0.647";"0.0"
"1538590";"2020-10-11";"20:53:00";"SCHE";"";"Chart stop ";""
"1542005";"2020-10-11";"20:53:04";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1595000";"2020-10-11";"20:53:56";"SCHS";"";"Chart start ";""
"1595005";"2020-10-11";"20:53:57";"C";"";"File Nr. 478 | File Dev. ID #1, DIVING-PAM-II:  ";""
"1612995";"2020-10-11";"20:54:14";"F";"12021";"223";"602";"0";"0.630";"0.0"
"1616005";"2020-10-11";"20:54:18";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1617575";"2020-10-11";"20:54:19";"F";"12022";"228";"587";"0";"0.612";"0.0"
"1621005";"2020-10-11";"20:54:23";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1622525";"2020-10-11";"20:54:24";"F";"12023";"200";"255";"0";"0.216";"0.0"
"1626005";"2020-10-11";"20:54:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1627495";"2020-10-11";"20:54:29";"F";"12024";"225";"639";"0";"0.648";"0.0"
"1631005";"2020-10-11";"20:54:33";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1634955";"2020-10-11";"20:54:36";"F";"12025";"235";"600";"0";"0.608";"0.0"
"1638005";"2020-10-11";"20:54:40";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1646895";"2020-10-11";"20:54:48";"F";"12026";"231";"696";"0";"0.668";"0.0"
"1650005";"2020-10-11";"20:54:52";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1650845";"2020-10-11";"20:54:52";"F";"12027";"268";"761";"0";"0.648";"0.0"
"1654005";"2020-10-11";"20:54:56";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1656025";"2020-10-11";"20:54:58";"F";"12028";"270";"805";"0";"0.665";"0.0"
"1659475";"2020-10-11";"20:55:01";"F";"12029";"184";"582";"0";"0.684";"0.0"
"1660005";"2020-10-11";"20:55:02";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1664005";"2020-10-11";"20:55:06";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1668095";"2020-10-11";"20:55:10";"F";"12030";"223";"601";"0";"0.629";"0.0"
"1672005";"2020-10-11";"20:55:14";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1682175";"2020-10-11";"20:55:24";"F";"12031";"292";"871";"0";"0.665";"0.0"
"1686005";"2020-10-11";"20:55:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1696085";"2020-10-11";"20:55:38";"F";"12032";"181";"524";"0";"0.655";"0.0"
"1700005";"2020-10-11";"20:55:42";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1700415";"2020-10-11";"20:55:42";"F";"12033";"202";"576";"0";"0.649";"0.0"
"1704005";"2020-10-11";"20:55:46";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1706855";"2020-10-11";"20:55:48";"F";"12034";"273";"868";"0";"0.685";"0.0"
"1710005";"2020-10-11";"20:55:52";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1710565";"2020-10-11";"20:55:52";"F";"12035";"205";"673";"0";"0.695";"0.0"
"1714005";"2020-10-11";"20:55:56";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1717525";"2020-10-11";"20:55:59";"F";"12036";"278";"782";"0";"0.645";"0.0"
"1721005";"2020-10-11";"20:56:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1722255";"2020-10-11";"20:56:04";"F";"12037";"235";"803";"0";"0.707";"0.0"
"1726005";"2020-10-11";"20:56:08";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1731815";"2020-10-11";"20:56:13";"F";"12038";"237";"609";"0";"0.611";"0.0"
"1734095";"2020-10-11";"20:56:16";"F";"12039";"264";"743";"0";"0.645";"0.0"
"1735005";"2020-10-11";"20:56:17";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1739005";"2020-10-11";"20:56:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1749155";"2020-10-11";"20:56:31";"F";"12040";"233";"816";"0";"0.714";"0.0"
"1753005";"2020-10-11";"20:56:35";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1755525";"2020-10-11";"20:56:37";"F";"12041";"239";"803";"0";"0.702";"0.0"
"1759005";"2020-10-11";"20:56:41";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1760965";"2020-10-11";"20:56:42";"F";"12042";"221";"683";"0";"0.676";"0.0"
"1764005";"2020-10-11";"20:56:46";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1770045";"2020-10-11";"20:56:52";"F";"12043";"259";"754";"0";"0.656";"0.0"
"1774005";"2020-10-11";"20:56:56";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1777185";"2020-10-11";"20:56:59";"F";"12044";"252";"869";"0";"0.710";"0.0"
"1781005";"2020-10-11";"20:57:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1785605";"2020-10-11";"20:57:07";"F";"12045";"257";"773";"0";"0.668";"0.0"
"1789005";"2020-10-11";"20:57:11";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1794585";"2020-10-11";"20:57:16";"F";"12046";"249";"857";"0";"0.709";"0.0"
"1798005";"2020-10-11";"20:57:20";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1799025";"2020-10-11";"20:57:21";"F";"12047";"316";"884";"0";"0.643";"0.0"
"1803005";"2020-10-11";"20:57:25";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1811715";"2020-10-11";"20:57:33";"F";"12048";"342";"1025";"0";"0.666";"0.0"
"1815005";"2020-10-11";"20:57:37";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1819575";"2020-10-11";"20:57:41";"F";"12049";"249";"966";"0";"0.742";"0.0"
"1823005";"2020-10-11";"20:57:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1829485";"2020-10-11";"20:57:51";"F";"12050";"217";"462";"0";"0.530";"0.0"
"1833005";"2020-10-11";"20:57:55";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1838595";"2020-10-11";"20:58:00";"F";"12051";"226";"807";"0";"0.720";"0.0"
"1842005";"2020-10-11";"20:58:04";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1851355";"2020-10-11";"20:58:13";"F";"12052";"271";"830";"0";"0.673";"0.0"
"1856005";"2020-10-11";"20:58:18";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1859985";"2020-10-11";"20:58:21";"F";"12053";"237";"802";"0";"0.704";"0.0"
"1863005";"2020-10-11";"20:58:25";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1865785";"2020-10-11";"20:58:27";"F";"12054";"222";"677";"0";"0.672";"0.0"
"1869005";"2020-10-11";"20:58:31";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1870255";"2020-10-11";"20:58:32";"F";"12055";"283";"790";"0";"0.642";"0.0"
"1874005";"2020-10-11";"20:58:36";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1888735";"2020-10-11";"20:58:50";"F";"12056";"234";"697";"0";"0.664";"0.0"
"1892005";"2020-10-11";"20:58:54";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1892485";"2020-10-11";"20:58:54";"F";"12057";"221";"618";"0";"0.642";"0.0"
"1896005";"2020-10-11";"20:58:58";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1903325";"2020-10-11";"20:59:05";"F";"12058";"200";"644";"0";"0.689";"0.0"
"1907005";"2020-10-11";"20:59:09";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1910565";"2020-10-11";"20:59:12";"F";"12059";"245";"785";"0";"0.688";"0.0"
"1914005";"2020-10-11";"20:59:16";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1922545";"2020-10-11";"20:59:24";"F";"12060";"170";"490";"0";"0.653";"0.0"
"1926005";"2020-10-11";"20:59:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1930525";"2020-10-11";"20:59:32";"F";"12061";"222";"714";"0";"0.689";"0.0"
"1934005";"2020-10-11";"20:59:36";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1943595";"2020-10-11";"20:59:45";"F";"12062";"200";"579";"0";"0.655";"0.0"
"1947005";"2020-10-11";"20:59:49";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1953365";"2020-10-11";"20:59:55";"F";"12063";"229";"965";"0";"0.763";"0.0"
"1957005";"2020-10-11";"20:59:59";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1959625";"2020-10-11";"21:00:01";"F";"12064";"223";"648";"0";"0.656";"0.0"
"1963005";"2020-10-11";"21:00:05";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1990705";"2020-10-11";"21:00:32";"F";"12065";"160";"522";"0";"0.693";"0.0"
"1990710";"2020-10-11";"21:00:32";"SCHE";"";"Chart stop ";""
"1994005";"2020-10-11";"21:00:36";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2089000";"2020-10-11";"21:02:10";"SCHS";"";"Chart start ";""
"2089005";"2020-10-11";"21:02:11";"C";"";"File Nr. 479 | File Dev. ID #1, DIVING-PAM-II:  ";""
"2110125";"2020-10-11";"21:02:32";"F";"12066";"323";"1056";"0";"0.694";"0.0"
"2114005";"2020-10-11";"21:02:36";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2118065";"2020-10-11";"21:02:40";"F";"12067";"294";"947";"0";"0.690";"0.0"
"2123005";"2020-10-11";"21:02:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2125955";"2020-10-11";"21:02:47";"F";"12068";"199";"585";"0";"0.660";"0.0"
"2129005";"2020-10-11";"21:02:51";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2135045";"2020-10-11";"21:02:57";"F";"12069";"262";"724";"0";"0.638";"0.0"
"2139005";"2020-10-11";"21:03:01";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2149345";"2020-10-11";"21:03:11";"F";"12070";"271";"859";"0";"0.685";"0.0"
"2153005";"2020-10-11";"21:03:15";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2154405";"2020-10-11";"21:03:16";"F";"12071";"262";"698";"0";"0.625";"0.0"
"2159005";"2020-10-11";"21:03:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2159545";"2020-10-11";"21:03:21";"F";"12072";"210";"837";"0";"0.749";"0.0"
"2163005";"2020-10-11";"21:03:25";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2165965";"2020-10-11";"21:03:27";"F";"12073";"295";"751";"0";"0.607";"0.0"
"2170005";"2020-10-11";"21:03:32";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2185465";"2020-10-11";"21:03:47";"F";"12074";"212";"587";"0";"0.639";"0.0"
"2189005";"2020-10-11";"21:03:51";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2197085";"2020-10-11";"21:03:59";"F";"12075";"230";"645";"0";"0.643";"0.0"
"2201005";"2020-10-11";"21:04:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2210755";"2020-10-11";"21:04:12";"F";"12076";"233";"789";"0";"0.705";"0.0"
"2214005";"2020-10-11";"21:04:16";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2235525";"2020-10-11";"21:04:37";"F";"12077";"135";"343";"0";"0.606";"0.0"
"2240005";"2020-10-11";"21:04:42";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2241495";"2020-10-11";"21:04:43";"F";"12078";"204";"846";"0";"0.759";"0.0"
"2246005";"2020-10-11";"21:04:48";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2246245";"2020-10-11";"21:04:48";"F";"12079";"214";"575";"0";"0.628";"0.0"
"2251005";"2020-10-11";"21:04:53";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2251425";"2020-10-11";"21:04:53";"F";"12080";"350";"1060";"0";"0.670";"0.0"
"2256005";"2020-10-11";"21:04:58";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2263455";"2020-10-11";"21:05:05";"F";"12081";"211";"616";"0";"0.657";"0.0"
"2267245";"2020-10-11";"21:05:09";"F";"12082";"257";"927";"0";"0.723";"0.0"
"2268005";"2020-10-11";"21:05:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2272005";"2020-10-11";"21:05:14";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2274975";"2020-10-11";"21:05:16";"F";"12083";"257";"763";"0";"0.663";"0.0"
"2279005";"2020-10-11";"21:05:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2279065";"2020-10-11";"21:05:21";"F";"12084";"243";"763";"0";"0.682";"0.0"
"2284005";"2020-10-11";"21:05:26";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2285355";"2020-10-11";"21:05:27";"F";"12085";"303";"974";"0";"0.689";"0.0"
"2289005";"2020-10-11";"21:05:31";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2293685";"2020-10-11";"21:05:35";"F";"12086";"187";"513";"0";"0.635";"0.0"
"2298005";"2020-10-11";"21:05:40";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2300795";"2020-10-11";"21:05:42";"F";"12087";"224";"878";"0";"0.745";"0.0"
"2305005";"2020-10-11";"21:05:47";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2308405";"2020-10-11";"21:05:50";"F";"12088";"204";"530";"0";"0.615";"0.0"
"2313005";"2020-10-11";"21:05:55";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2314525";"2020-10-11";"21:05:56";"F";"12089";"205";"584";"0";"0.649";"0.0"
"2319005";"2020-10-11";"21:06:01";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2324525";"2020-10-11";"21:06:06";"F";"12090";"150";"403";"0";"0.628";"0.0"
"2328005";"2020-10-11";"21:06:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2334955";"2020-10-11";"21:06:16";"F";"12091";"153";"413";"0";"0.630";"0.0"
"2339005";"2020-10-11";"21:06:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2343955";"2020-10-11";"21:06:25";"F";"12092";"239";"780";"0";"0.694";"0.0"
"2348005";"2020-10-11";"21:06:30";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2354685";"2020-10-11";"21:06:36";"F";"12093";"262";"721";"0";"0.637";"0.0"
"2358005";"2020-10-11";"21:06:40";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2368755";"2020-10-11";"21:06:50";"F";"12094";"202";"489";"0";"0.587";"0.0"
"2372005";"2020-10-11";"21:06:54";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2386025";"2020-10-11";"21:07:08";"F";"12095";"304";"865";"0";"0.649";"0.0"
"2390005";"2020-10-11";"21:07:12";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2396435";"2020-10-11";"21:07:18";"F";"12096";"288";"835";"0";"0.655";"0.0"
"2400005";"2020-10-11";"21:07:22";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2405175";"2020-10-11";"21:07:27";"F";"12097";"319";"945";"0";"0.662";"0.0"
"2409005";"2020-10-11";"21:07:31";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2418635";"2020-10-11";"21:07:40";"F";"12098";"284";"792";"0";"0.641";"0.0"
"2422005";"2020-10-11";"21:07:44";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2422635";"2020-10-11";"21:07:44";"F";"12099";"237";"614";"0";"0.614";"0.0"
"2426005";"2020-10-11";"21:07:48";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2428765";"2020-10-11";"21:07:50";"F";"12100";"149";"427";"0";"0.651";"0.0"
"2432005";"2020-10-11";"21:07:54";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2433735";"2020-10-11";"21:07:55";"F";"12101";"153";"493";"0";"0.690";"0.0"
"2438005";"2020-10-11";"21:08:00";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2440835";"2020-10-11";"21:08:02";"F";"12102";"242";"770";"0";"0.686";"0.0"
"2445005";"2020-10-11";"21:08:07";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2445145";"2020-10-11";"21:08:07";"F";"12103";"229";"851";"0";"0.731";"0.0"
"2449005";"2020-10-11";"21:08:11";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2451355";"2020-10-11";"21:08:13";"F";"12104";"187";"517";"0";"0.638";"0.0"
"2456005";"2020-10-11";"21:08:18";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2458705";"2020-10-11";"21:08:20";"F";"12105";"200";"584";"0";"0.658";"0.0"
"2462005";"2020-10-11";"21:08:24";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2462965";"2020-10-11";"21:08:24";"F";"12106";"237";"564";"0";"0.580";"0.0"
"2466005";"2020-10-11";"21:08:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2471895";"2020-10-11";"21:08:33";"F";"12107";"195";"629";"0";"0.690";"0.0"
"2475005";"2020-10-11";"21:08:37";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2475995";"2020-10-11";"21:08:37";"F";"12108";"249";"817";"0";"0.695";"0.0"
"2480005";"2020-10-11";"21:08:42";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2486565";"2020-10-11";"21:08:48";"F";"12109";"206";"996";"0";"0.793";"0.0"
"2490005";"2020-10-11";"21:08:52";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2490735";"2020-10-11";"21:08:52";"F";"12110";"191";"534";"0";"0.642";"0.0"
"2495005";"2020-10-11";"21:08:57";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2497125";"2020-10-11";"21:08:59";"F";"12111";"241";"834";"0";"0.711";"0.0"
"2501005";"2020-10-11";"21:09:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2515435";"2020-10-11";"21:09:17";"F";"12112";"162";"442";"0";"0.633";"0.0"
"2515440";"2020-10-11";"21:09:17";"SCHE";"";"Chart stop ";""
"2519005";"2020-10-11";"21:09:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2561000";"2020-10-11";"21:10:02";"SCHS";"";"Chart start ";""
"2561005";"2020-10-11";"21:10:03";"C";"";"File Nr. 480 | File Dev. ID #1, DIVING-PAM-II:  ";""
"2661185";"2020-10-11";"21:11:43";"F";"12113";"233";"807";"0";"0.711";"0.0"
"2666005";"2020-10-11";"21:11:48";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2672755";"2020-10-11";"21:11:54";"F";"12114";"164";"462";"0";"0.645";"0.0"
"2676005";"2020-10-11";"21:11:58";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2677095";"2020-10-11";"21:11:59";"F";"12115";"266";"991";"0";"0.732";"0.0"
"2682005";"2020-10-11";"21:12:04";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2702615";"2020-10-11";"21:12:24";"F";"12116";"135";"381";"0";"0.646";"0.0"
"2707005";"2020-10-11";"21:12:29";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2710705";"2020-10-11";"21:12:32";"F";"12117";"331";"1218";"0";"0.728";"0.0"
"2715005";"2020-10-11";"21:12:37";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2719025";"2020-10-11";"21:12:41";"F";"12118";"118";"342";"0";"0.655";"0.0"
"2723005";"2020-10-11";"21:12:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2742235";"2020-10-11";"21:13:04";"F";"12119";"310";"783";"0";"0.604";"0.0"
"2747005";"2020-10-11";"21:13:09";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2747705";"2020-10-11";"21:13:09";"F";"12120";"284";"974";"0";"0.708";"0.0"
"2751005";"2020-10-11";"21:13:13";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2761725";"2020-10-11";"21:13:23";"F";"12121";"264";"863";"0";"0.694";"0.0"
"2765095";"2020-10-11";"21:13:27";"F";"12122";"240";"702";"0";"0.658";"0.0"
"2766005";"2020-10-11";"21:13:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2770005";"2020-10-11";"21:13:32";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2776705";"2020-10-11";"21:13:38";"F";"12123";"160";"438";"0";"0.635";"0.0"
"2781005";"2020-10-11";"21:13:43";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2786365";"2020-10-11";"21:13:48";"F";"12124";"172";"611";"0";"0.718";"0.0"
"2791005";"2020-10-11";"21:13:53";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2791485";"2020-10-11";"21:13:53";"F";"12125";"259";"1011";"0";"0.744";"0.0"
"2796005";"2020-10-11";"21:13:58";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2797125";"2020-10-11";"21:13:59";"F";"12126";"226";"632";"0";"0.642";"0.0"
"2802005";"2020-10-11";"21:14:04";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2805215";"2020-10-11";"21:14:07";"F";"12127";"326";"987";"0";"0.670";"0.0"
"2810005";"2020-10-11";"21:14:12";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2814275";"2020-10-11";"21:14:16";"F";"12128";"155";"430";"0";"0.640";"0.0"
"2818455";"2020-10-11";"21:14:20";"F";"12129";"208";"556";"0";"0.626";"0.0"
"2819005";"2020-10-11";"21:14:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2823005";"2020-10-11";"21:14:25";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2823135";"2020-10-11";"21:14:25";"F";"12130";"256";"750";"0";"0.659";"0.0"
"2827755";"2020-10-11";"21:14:29";"F";"12131";"224";"590";"0";"0.620";"0.0"
"2828005";"2020-10-11";"21:14:30";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2832005";"2020-10-11";"21:14:34";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2838975";"2020-10-11";"21:14:40";"F";"12132";"202";"539";"0";"0.625";"0.0"
"2843005";"2020-10-11";"21:14:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2843185";"2020-10-11";"21:14:45";"F";"12133";"228";"706";"0";"0.677";"0.0"
"2848005";"2020-10-11";"21:14:50";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"2849465";"2020-10-11";"21:14:51";"F";"12134";"230";"654";"0";"0.648";"0.0"
"2853525";"2020-10-11";"21:14:55";"F";"12135";"211";"555";"0";"0.620";"0.0"
