geno,f,fm,fvfm,tank_id,tank_set,max_temp
54y,285,426,0.331,P2,port,36
54y,207,280,0.261,P2,port,36
32y,168,227,0.26,P2,port,36
32y,241,394,0.388,P2,port,36
23y,219,369,0.407,P2,port,36
23y,248,339,0.268,P2,port,36
46y,247,348,0.29,P2,port,36
46y,229,298,0.232,P2,port,36
58y,151,190,0.205,P2,port,36
58y,169,240,0.296,P2,port,36
42y,291,420,0.307,P2,port,36
42y,239,387,0.382,P2,port,36
30y,123,171,0.281,P2,port,36
30y,138,219,0.37,P2,port,36
66y,247,313,0.211,P3,port,37
66y,261,330,0.209,P3,port,37
40y,71,99,0.283,P3,port,37
40y,122,166,0.265,P3,port,37
49y,180,211,0.147,P3,port,37
49y,184,301,0.389,P3,port,37
44y,431,526,0.181,P3,port,37
44y,143,157,0.089,P3,port,37
70y,260,354,0.266,P3,port,37
70y,82,111,0.261,P3,port,37
59y,376,522,0.28,P3,port,37
59y,429,512,0.162,P3,port,37
14y,122,162,0.247,P3,port,37
14y,236,405,0.417,P3,port,37
85y,187,240,0.221,P3,port,37
85y,244,273,0.106,P3,port,37
52y,353,413,0.145,P3,port,37
52y,196,281,0.302,P3,port,37
63y,627,790,0.206,P3,port,37
63y,469,617,0.24,P3,port,37
48y,250,340,0.265,P3,port,37
48y,478,609,0.215,P3,port,37
55y,487,664,0.267,P3,port,37
55y,329,505,0.349,P3,port,37
67y,262,338,0.225,P3,port,37
67y,100,161,0.379,P3,port,37
54y,445,600,0.258,P3,port,37
54y,419,524,0.2,P3,port,37
32y,379,506,0.251,P3,port,37
32y,240,397,0.395,P3,port,37
23y,81,168,0.518,P3,port,37
23y,326,621,0.475,P3,port,37
46y,279,316,0.117,P3,port,37
46y,331,385,0.14,P3,port,37
58y,118,157,0.248,P3,port,37
58y,76,121,0.372,P3,port,37
42y,510,605,0.157,P3,port,37
42y,302,375,0.195,P3,port,37
30y,123,175,0.297,P3,port,37
30y,175,288,0.392,P3,port,37
66y,217,271,0.199,P4,port,38
66y,214,289,0.26,P4,port,38
40y,93,115,0.191,P4,port,38
40y,116,178,0.348,P4,port,38
49y,71,109,0.349,P4,port,38
49y,11,48,NA,P4,port,38
44y,31,61,0.492,P4,port,38
44y,23,56,0.589,P4,port,38
70y,83,138,0.399,P4,port,38
70y,60,94,0.362,P4,port,38
59y,77,134,0.425,P4,port,38
59y,123,160,0.231,P4,port,38
14y,26,62,0.581,P4,port,38
14y,19,49,NA,P4,port,38
85y,24,40,NA,P4,port,38
85y,7,35,NA,P4,port,38
52y,79,118,0.331,P4,port,38
52y,96,132,0.273,P4,port,38
63y,91,144,0.368,P4,port,38
63y,118,167,0.293,P4,port,38
48y,99,158,0.373,P4,port,38
48y,115,157,0.268,P4,port,38
55y,17,30,NA,P4,port,38
55y,14,35,NA,P4,port,38
67y,114,140,0.186,P4,port,38
67y,126,219,0.425,P4,port,38
54y,104,166,0.373,P4,port,38
54y,115,192,0.401,P4,port,38
32y,199,300,0.337,P4,port,38
32y,273,414,0.341,P4,port,38
23y,24,52,0.538,P4,port,38
23y,26,41,NA,P4,port,38
46y,269,474,0.432,P4,port,38
46y,315,522,0.397,P4,port,38
58y,130,160,0.188,P4,port,38
58y,151,190,0.205,P4,port,38
42y,62,79,0.215,P4,port,38
42y,105,143,0.266,P4,port,38
30y,39,57,0.316,P4,port,38
30y,29,39,NA,P4,port,38
66y,277,634,0.563,P5,port,34
66y,197,485,0.594,P5,port,34
40y,284,638,0.555,P5,port,34
40y,251,631,0.602,P5,port,34
49y,318,887,0.641,P5,port,34
49y,283,864,0.672,P5,port,34
44y,276,704,0.608,P5,port,34
44y,436,1249,0.651,P5,port,34
70y,56,132,0.576,P5,port,34
70y,260,619,0.58,P5,port,34
59y,291,531,0.452,P5,port,34
59y,362,637,0.432,P5,port,34
14y,300,698,0.57,P5,port,34
14y,288,779,0.63,P5,port,34
85y,288,687,0.581,P5,port,34
85y,235,604,0.611,P5,port,34
52y,196,618,0.683,P5,port,34
52y,275,656,0.581,P5,port,34
63y,230,576,0.601,P5,port,34
63y,325,900,0.639,P5,port,34
48y,247,537,0.54,P5,port,34
48y,249,606,0.589,P5,port,34
55y,217,453,0.521,P5,port,34
55y,325,687,0.527,P5,port,34
67y,333,799,0.583,P5,port,34
67y,307,631,0.513,P5,port,34
54y,384,1079,0.644,P5,port,34
54y,378,767,0.507,P5,port,34
32y,274,580,0.528,P5,port,34
32y,204,522,0.609,P5,port,34
23y,349,899,0.612,P5,port,34
23y,286,698,0.59,P5,port,34
46y,260,465,0.441,P5,port,34
46y,289,522,0.446,P5,port,34
58y,344,760,0.547,P5,port,34
58y,187,457,0.591,P5,port,34
42y,250,576,0.566,P5,port,34
42y,192,568,0.662,P5,port,34
30y,359,1043,0.656,P5,port,34
30y,345,1100,0.686,P5,port,34
66y,211,544,0.612,P6,port,33
66y,221,610,0.638,P6,port,33
40y,257,730,0.648,P6,port,33
40y,191,512,0.627,P6,port,33
49y,222,577,0.615,P6,port,33
49y,254,648,0.608,P6,port,33
44y,273,659,0.586,P6,port,33
44y,336,947,0.645,P6,port,33
70y,229,686,0.666,P6,port,33
70y,273,698,0.609,P6,port,33
59y,251,588,0.573,P6,port,33
59y,224,509,0.56,P6,port,33
14y,187,481,0.611,P6,port,33
14y,184,515,0.643,P6,port,33
85y,199,514,0.613,P6,port,33
85y,197,551,0.642,P6,port,33
52y,202,444,0.545,P6,port,33
52y,196,551,0.644,P6,port,33
63y,263,709,0.629,P6,port,33
63y,246,603,0.592,P6,port,33
48y,269,721,0.627,P6,port,33
48y,173,547,0.684,P6,port,33
55y,255,614,0.585,P6,port,33
55y,220,527,0.583,P6,port,33
67y,136,338,0.598,P6,port,33
67y,230,667,0.655,P6,port,33
54y,257,737,0.651,P6,port,33
54y,214,483,0.557,P6,port,33
32y,226,622,0.637,P6,port,33
32y,240,620,0.613,P6,port,33
23y,222,650,0.658,P6,port,33
23y,213,616,0.654,P6,port,33
46y,198,616,0.679,P6,port,33
46y,137,436,0.686,P6,port,33
58y,183,486,0.623,P6,port,33
58y,213,541,0.606,P6,port,33
42y,232,752,0.691,P6,port,33
42y,214,638,0.665,P6,port,33
30y,244,793,0.692,P6,port,33
30y,292,826,0.646,P6,port,33
66y,380,1148,0.669,P7,port,32
66y,436,1333,0.673,P7,port,32
40y,203,571,0.644,P7,port,32
40y,307,807,0.62,P7,port,32
49y,179,546,0.672,P7,port,32
49y,256,629,0.593,P7,port,32
44y,229,665,0.656,P7,port,32
44y,319,1002,0.682,P7,port,32
70y,339,937,0.638,P7,port,32
70y,273,758,0.64,P7,port,32
59y,254,726,0.65,P7,port,32
59y,208,566,0.633,P7,port,32
14y,241,647,0.628,P7,port,32
14y,397,1093,0.637,P7,port,32
85y,207,577,0.641,P7,port,32
85y,185,607,0.695,P7,port,32
52y,221,638,0.654,P7,port,32
52y,217,639,0.66,P7,port,32
63y,257,860,0.701,P7,port,32
63y,339,969,0.65,P7,port,32
48y,229,668,0.657,P7,port,32
48y,207,718,0.712,P7,port,32
55y,128,406,0.685,P7,port,32
55y,322,886,0.637,P7,port,32
67y,185,514,0.64,P7,port,32
67y,294,847,0.653,P7,port,32
54y,303,807,0.625,P7,port,32
54y,161,400,0.598,P7,port,32
32y,339,1016,0.666,P7,port,32
32y,274,858,0.681,P7,port,32
23y,273,828,0.67,P7,port,32
23y,259,890,0.709,P7,port,32
46y,220,573,0.616,P7,port,32
46y,218,608,0.641,P7,port,32
58y,200,569,0.649,P7,port,32
58y,186,498,0.627,P7,port,32
42y,253,917,0.724,P7,port,32
42y,203,582,0.651,P7,port,32
30y,200,578,0.654,P7,port,32
30y,292,809,0.639,P7,port,32
66y,205,586,0.65,P8,port,30
66y,428,1256,0.659,P8,port,30
40y,180,534,0.663,P8,port,30
40y,330,801,0.588,P8,port,30
49y,200,560,0.643,P8,port,30
49y,201,592,0.66,P8,port,30
44y,262,890,0.706,P8,port,30
44y,322,968,0.667,P8,port,30
70y,280,995,0.719,P8,port,30
70y,318,1004,0.683,P8,port,30
59y,236,613,0.615,P8,port,30
59y,217,553,0.608,P8,port,30
14y,261,779,0.665,P8,port,30
14y,272,781,0.652,P8,port,30
85y,292,790,0.63,P8,port,30
85y,321,883,0.636,P8,port,30
52y,239,746,0.68,P8,port,30
52y,222,779,0.715,P8,port,30
63y,270,817,0.67,P8,port,30
63y,212,621,0.659,P8,port,30
48y,257,761,0.662,P8,port,30
48y,245,659,0.628,P8,port,30
55y,359,1089,0.67,P8,port,30
55y,298,795,0.625,P8,port,30
67y,266,863,0.692,P8,port,30
67y,279,782,0.643,P8,port,30
54y,308,1079,0.715,P8,port,30
54y,245,660,0.629,P8,port,30
32y,131,437,0.7,P8,port,30
32y,241,795,0.697,P8,port,30
23y,273,846,0.677,P8,port,30
23y,191,508,0.624,P8,port,30
46y,172,583,0.705,P8,port,30
46y,183,583,0.686,P8,port,30
58y,173,491,0.648,P8,port,30
58y,292,701,0.583,P8,port,30
42y,161,477,0.662,P8,port,30
42y,209,639,0.673,P8,port,30
30y,216,743,0.709,P8,port,30
30y,138,349,0.605,P8,port,30
82y,17,31,NA,S1,starboard,38
82y,10,26,NA,S1,starboard,38
71y,141,175,0.194,S1,starboard,38
71y,72,97,0.258,S1,starboard,38
27y,173,190,0.089,S1,starboard,38
27y,164,225,0.271,S1,starboard,38
88y,49,71,0.31,S1,starboard,38
88y,44,65,0.323,S1,starboard,38
15y,18,37,NA,S1,starboard,38
15y,7,26,NA,S1,starboard,38
o.85,138,155,0.11,S1,starboard,38
o.85,81,92,0.12,S1,starboard,38
41y,139,184,0.245,S1,starboard,38
41y,93,108,0.139,S1,starboard,38
37y,62,96,0.354,S1,starboard,38
37y,68,99,0.313,S1,starboard,38
64y,66,114,0.421,S1,starboard,38
64y,61,87,0.299,S1,starboard,38
47y,49,80,0.388,S1,starboard,38
47y,60,89,0.326,S1,starboard,38
68y,84,150,0.44,S1,starboard,38
68y,74,134,0.448,S1,starboard,38
36y,14,48,NA,S1,starboard,38
36y,46,90,0.489,S1,starboard,38
16y,37,74,0.5,S1,starboard,38
16y,25,34,NA,S1,starboard,38
39y,120,157,0.236,S1,starboard,38
39y,122,166,0.265,S1,starboard,38
19y,227,267,0.15,S1,starboard,38
19y,259,376,0.311,S1,starboard,38
38y,31,44,NA,S1,starboard,38
38y,14,41,NA,S1,starboard,38
90y,9,34,NA,S1,starboard,38
90y,12,26,NA,S1,starboard,38
60b,107,120,0.108,S1,starboard,38
60b,122,128,0.047,S1,starboard,38
28y,101,125,0.192,S1,starboard,38
28y,158,179,0.117,S1,starboard,38
29y,10,34,NA,S1,starboard,38
29y,13,41,NA,S1,starboard,38
89y,3,37,NA,S1,starboard,38
89y,10,34,NA,S1,starboard,38
82y,18,30,NA,S2,starboard,37
82y,12,33,NA,S2,starboard,37
71y,15,43,NA,S2,starboard,37
71y,36,54,0.333,S2,starboard,37
27y,102,176,0.42,S2,starboard,37
27y,64,103,0.379,S2,starboard,37
88y,102,182,0.44,S2,starboard,37
88y,79,138,0.428,S2,starboard,37
15y,40,76,0.474,S2,starboard,37
15y,36,58,0.379,S2,starboard,37
o.85,130,163,0.202,S2,starboard,37
o.85,97,205,0.527,S2,starboard,37
41y,422,528,0.201,S2,starboard,37
41y,410,501,0.182,S2,starboard,37
37y,183,227,0.194,S2,starboard,37
37y,119,165,0.279,S2,starboard,37
64y,109,177,0.384,S2,starboard,37
64y,97,154,0.37,S2,starboard,37
47y,134,254,0.472,S2,starboard,37
47y,132,216,0.389,S2,starboard,37
68y,179,318,0.437,S2,starboard,37
68y,125,162,0.228,S2,starboard,37
36y,276,365,0.244,S2,starboard,37
36y,216,358,0.397,S2,starboard,37
16y,162,290,0.441,S2,starboard,37
16y,152,245,0.38,S2,starboard,37
39y,187,280,0.332,S2,starboard,37
39y,225,365,0.384,S2,starboard,37
19y,393,669,0.413,S2,starboard,37
19y,497,696,0.286,S2,starboard,37
38y,211,325,0.351,S2,starboard,37
38y,200,336,0.405,S2,starboard,37
90y,147,297,0.505,S2,starboard,37
90y,314,462,0.32,S2,starboard,37
60b,245,371,0.34,S2,starboard,37
60b,63,111,0.432,S2,starboard,37
28y,129,208,0.38,S2,starboard,37
28y,155,197,0.213,S2,starboard,37
29y,61,99,0.384,S2,starboard,37
29y,78,137,0.431,S2,starboard,37
89y,204,304,0.329,S2,starboard,37
89y,317,471,0.327,S2,starboard,37
82y,341,430,0.207,S3,starboard,36
82y,140,190,0.263,S3,starboard,36
71y,278,371,0.251,S3,starboard,36
71y,258,340,0.241,S3,starboard,36
27y,289,419,0.31,S3,starboard,36
27y,308,391,0.212,S3,starboard,36
88y,265,313,0.153,S3,starboard,36
88y,244,290,0.159,S3,starboard,36
15y,243,298,0.185,S3,starboard,36
15y,246,362,0.32,S3,starboard,36
o.85,221,293,0.246,S3,starboard,36
o.85,233,330,0.294,S3,starboard,36
41y,151,204,0.26,S3,starboard,36
41y,280,383,0.269,S3,starboard,36
37y,106,137,0.226,S3,starboard,36
37y,129,155,0.168,S3,starboard,36
64y,157,214,0.266,S3,starboard,36
64y,190,248,0.234,S3,starboard,36
47y,210,374,0.439,S3,starboard,36
47y,219,396,0.447,S3,starboard,36
68y,289,356,0.188,S3,starboard,36
68y,280,360,0.222,S3,starboard,36
36y,297,379,0.216,S3,starboard,36
36y,206,283,0.272,S3,starboard,36
16y,342,476,0.282,S3,starboard,36
16y,325,419,0.224,S3,starboard,36
39y,227,319,0.288,S3,starboard,36
39y,270,377,0.284,S3,starboard,36
19y,321,453,0.291,S3,starboard,36
19y,277,346,0.199,S3,starboard,36
38y,99,126,0.214,S3,starboard,36
38y,173,244,0.291,S3,starboard,36
90y,277,308,0.101,S3,starboard,36
90y,180,237,0.241,S3,starboard,36
60b,264,407,0.351,S3,starboard,36
60b,243,382,0.364,S3,starboard,36
28y,294,417,0.295,S3,starboard,36
28y,260,402,0.353,S3,starboard,36
29y,162,188,0.138,S3,starboard,36
29y,148,209,0.292,S3,starboard,36
89y,317,393,0.193,S3,starboard,36
89y,322,490,0.343,S3,starboard,36
82y,161,281,0.427,S4,starboard,35
82y,294,492,0.402,S4,starboard,35
71y,295,564,0.477,S4,starboard,35
71y,241,396,0.391,S4,starboard,35
27y,432,657,0.342,S4,starboard,35
27y,269,404,0.334,S4,starboard,35
88y,258,389,0.337,S4,starboard,35
88y,290,424,0.316,S4,starboard,35
15y,96,128,0.25,S4,starboard,35
15y,396,697,0.432,S4,starboard,35
o.85,325,521,0.376,S4,starboard,35
o.85,319,535,0.404,S4,starboard,35
41y,191,303,0.37,S4,starboard,35
41y,325,522,0.377,S4,starboard,35
37y,294,448,0.344,S4,starboard,35
37y,263,399,0.341,S4,starboard,35
64y,157,284,0.447,S4,starboard,35
64y,239,416,0.425,S4,starboard,35
47y,281,513,0.452,S4,starboard,35
47y,159,329,0.517,S4,starboard,35
68y,240,366,0.344,S4,starboard,35
68y,295,499,0.409,S4,starboard,35
36y,169,228,0.259,S4,starboard,35
36y,283,416,0.32,S4,starboard,35
16y,478,802,0.404,S4,starboard,35
16y,347,654,0.469,S4,starboard,35
39y,262,409,0.359,S4,starboard,35
39y,348,663,0.475,S4,starboard,35
19y,206,324,0.364,S4,starboard,35
19y,125,228,0.452,S4,starboard,35
38y,201,285,0.295,S4,starboard,35
38y,275,465,0.409,S4,starboard,35
90y,136,265,0.487,S4,starboard,35
90y,164,283,0.42,S4,starboard,35
60b,231,505,0.543,S4,starboard,35
60b,255,548,0.535,S4,starboard,35
28y,269,488,0.449,S4,starboard,35
28y,297,603,0.507,S4,starboard,35
29y,156,272,0.426,S4,starboard,35
29y,134,282,0.525,S4,starboard,35
89y,102,167,0.389,S4,starboard,35
89y,196,400,0.51,S4,starboard,35
82y,215,432,0.502,S5,starboard,34
82y,210,604,0.652,S5,starboard,34
71y,553,1150,0.519,S5,starboard,34
71y,316,656,0.518,S5,starboard,34
27y,461,1150,0.599,S5,starboard,34
27y,384,933,0.588,S5,starboard,34
88y,279,641,0.565,S5,starboard,34
88y,262,692,0.621,S5,starboard,34
15y,406,997,0.593,S5,starboard,34
15y,414,1110,0.627,S5,starboard,34
o.85,256,693,0.631,S5,starboard,34
o.85,358,914,0.608,S5,starboard,34
41y,461,990,0.534,S5,starboard,34
41y,371,730,0.492,S5,starboard,34
37y,135,311,0.566,S5,starboard,34
37y,234,409,0.428,S5,starboard,34
64y,274,635,0.569,S5,starboard,34
64y,324,657,0.507,S5,starboard,34
47y,208,504,0.587,S5,starboard,34
47y,233,610,0.618,S5,starboard,34
68y,295,724,0.593,S5,starboard,34
68y,285,598,0.523,S5,starboard,34
36y,152,383,0.603,S5,starboard,34
36y,105,226,0.535,S5,starboard,34
16y,283,680,0.584,S5,starboard,34
16y,213,616,0.654,S5,starboard,34
39y,214,577,0.629,S5,starboard,34
39y,225,724,0.689,S5,starboard,34
19y,255,709,0.64,S5,starboard,34
19y,275,751,0.634,S5,starboard,34
38y,179,432,0.586,S5,starboard,34
38y,172,425,0.595,S5,starboard,34
90y,197,548,0.641,S5,starboard,34
90y,408,1140,0.642,S5,starboard,34
60b,248,725,0.658,S5,starboard,34
60b,219,575,0.619,S5,starboard,34
28y,305,663,0.54,S5,starboard,34
28y,261,623,0.581,S5,starboard,34
29y,261,829,0.685,S5,starboard,34
29y,277,651,0.575,S5,starboard,34
89y,173,391,0.558,S5,starboard,34
89y,210,454,0.537,S5,starboard,34
82y,229,710,0.677,S6,starboard,33
82y,234,670,0.651,S6,starboard,33
71y,343,1099,0.688,S6,starboard,33
71y,371,1032,0.641,S6,starboard,33
27y,327,819,0.601,S6,starboard,33
27y,247,683,0.638,S6,starboard,33
88y,198,499,0.603,S6,starboard,33
88y,181,471,0.616,S6,starboard,33
15y,335,1067,0.686,S6,starboard,33
15y,212,693,0.694,S6,starboard,33
o.85,236,565,0.582,S6,starboard,33
o.85,143,303,0.528,S6,starboard,33
41y,209,541,0.614,S6,starboard,33
41y,230,819,0.719,S6,starboard,33
37y,259,687,0.623,S6,starboard,33
37y,226,592,0.618,S6,starboard,33
64y,260,801,0.675,S6,starboard,33
64y,254,649,0.609,S6,starboard,33
47y,177,465,0.619,S6,starboard,33
47y,150,421,0.644,S6,starboard,33
68y,320,994,0.678,S6,starboard,33
68y,437,1104,0.604,S6,starboard,33
36y,254,748,0.66,S6,starboard,33
36y,154,446,0.655,S6,starboard,33
16y,209,595,0.649,S6,starboard,33
16y,175,444,0.606,S6,starboard,33
39y,224,776,0.711,S6,starboard,33
39y,225,541,0.584,S6,starboard,33
19y,340,983,0.654,S6,starboard,33
19y,176,449,0.608,S6,starboard,33
38y,176,567,0.69,S6,starboard,33
38y,206,542,0.62,S6,starboard,33
90y,288,847,0.66,S6,starboard,33
90y,177,519,0.659,S6,starboard,33
60b,173,502,0.655,S6,starboard,33
60b,250,648,0.614,S6,starboard,33
28y,278,830,0.665,S6,starboard,33
28y,260,682,0.619,S6,starboard,33
29y,223,610,0.634,S6,starboard,33
29y,210,581,0.639,S6,starboard,33
89y,165,447,0.631,S6,starboard,33
89y,171,455,0.624,S6,starboard,33
82y,229,594,0.614,S7,starboard,32
82y,196,544,0.64,S7,starboard,32
71y,201,565,0.644,S7,starboard,32
71y,232,607,0.618,S7,starboard,32
27y,161,382,0.579,S7,starboard,32
27y,356,885,0.598,S7,starboard,32
88y,248,638,0.611,S7,starboard,32
88y,231,610,0.621,S7,starboard,32
15y,256,707,0.638,S7,starboard,32
15y,242,662,0.634,S7,starboard,32
o.85,220,642,0.657,S7,starboard,32
o.85,293,936,0.687,S7,starboard,32
41y,300,848,0.646,S7,starboard,32
41y,277,780,0.645,S7,starboard,32
37y,193,505,0.618,S7,starboard,32
37y,223,665,0.665,S7,starboard,32
64y,221,576,0.616,S7,starboard,32
64y,191,510,0.625,S7,starboard,32
47y,180,494,0.636,S7,starboard,32
47y,193,519,0.628,S7,starboard,32
68y,142,373,0.619,S7,starboard,32
68y,189,683,0.723,S7,starboard,32
36y,196,538,0.636,S7,starboard,32
36y,219,566,0.613,S7,starboard,32
16y,166,513,0.676,S7,starboard,32
16y,200,592,0.662,S7,starboard,32
39y,153,440,0.652,S7,starboard,32
39y,201,548,0.633,S7,starboard,32
19y,209,576,0.637,S7,starboard,32
19y,182,525,0.653,S7,starboard,32
38y,170,474,0.641,S7,starboard,32
38y,177,484,0.634,S7,starboard,32
90y,341,971,0.649,S7,starboard,32
90y,415,1139,0.636,S7,starboard,32
60b,236,676,0.651,S7,starboard,32
60b,207,632,0.672,S7,starboard,32
28y,243,714,0.66,S7,starboard,32
28y,153,418,0.634,S7,starboard,32
29y,230,644,0.643,S7,starboard,32
29y,197,536,0.632,S7,starboard,32
89y,216,628,0.656,S7,starboard,32
89y,234,607,0.614,S7,starboard,32
82y,215,565,0.619,S8,starboard,30
82y,326,862,0.622,S8,starboard,30
71y,328,922,0.644,S8,starboard,30
71y,271,869,0.688,S8,starboard,30
27y,351,887,0.604,S8,starboard,30
27y,276,825,0.665,S8,starboard,30
88y,199,560,0.645,S8,starboard,30
88y,281,765,0.633,S8,starboard,30
15y,151,416,0.637,S8,starboard,30
15y,296,959,0.691,S8,starboard,30
o.85,328,946,0.653,S8,starboard,30
o.85,273,732,0.627,S8,starboard,30
41y,278,716,0.612,S8,starboard,30
41y,200,547,0.634,S8,starboard,30
37y,252,659,0.618,S8,starboard,30
37y,210,580,0.638,S8,starboard,30
64y,244,793,0.692,S8,starboard,30
64y,334,858,0.611,S8,starboard,30
47y,178,543,0.672,S8,starboard,30
47y,223,589,0.621,S8,starboard,30
68y,316,986,0.68,S8,starboard,30
68y,436,1125,0.612,S8,starboard,30
36y,247,692,0.643,S8,starboard,30
36y,191,605,0.684,S8,starboard,30
16y,219,696,0.685,S8,starboard,30
16y,377,1110,0.66,S8,starboard,30
39y,128,404,0.683,S8,starboard,30
39y,195,670,0.709,S8,starboard,30
19y,173,435,0.602,S8,starboard,30
19y,212,564,0.624,S8,starboard,30
38y,124,316,0.608,S8,starboard,30
38y,170,533,0.681,S8,starboard,30
90y,247,686,0.64,S8,starboard,30
90y,102,267,0.618,S8,starboard,30
60b,213,687,0.69,S8,starboard,30
60b,218,653,0.666,S8,starboard,30
28y,225,614,0.634,S8,starboard,30
28y,173,565,0.694,S8,starboard,30
29y,251,847,0.704,S8,starboard,30
29y,203,673,0.698,S8,starboard,30
89y,234,670,0.651,S8,starboard,30
89y,166,409,0.594,S8,starboard,30
