"2020-10-07";"00:17:00";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-06";"21:00:01";"SCHS";"";"Chart start ";""
"3494005";"2020-10-06";"21:58:16";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3497145";"2020-10-06";"21:58:19";"F";"9945";"206";"541";"0";"0.619";"0.0"
"3502005";"2020-10-06";"21:58:24";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3504315";"2020-10-06";"21:58:26";"F";"9946";"155";"469";"0";"0.670";"0.0"
"3509005";"2020-10-06";"21:58:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3511775";"2020-10-06";"21:58:33";"F";"9947";"147";"515";"0";"0.715";"0.0"
"3515005";"2020-10-06";"21:58:37";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3523115";"2020-10-06";"21:58:45";"F";"9948";"220";"648";"0";"0.660";"0.0"
"3528005";"2020-10-06";"21:58:50";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3545735";"2020-10-06";"21:59:07";"F";"9949";"191";"529";"0";"0.639";"0.0"
"3550005";"2020-10-06";"21:59:12";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3551955";"2020-10-06";"21:59:13";"F";"9950";"199";"546";"0";"0.636";"0.0"
"3556005";"2020-10-06";"21:59:18";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3559915";"2020-10-06";"21:59:21";"F";"9951";"159";"338";"0";"0.530";"0.0"
"3564005";"2020-10-06";"21:59:26";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3564885";"2020-10-06";"21:59:26";"F";"9952";"174";"465";"0";"0.626";"0.0"
"3569005";"2020-10-06";"21:59:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3571705";"2020-10-06";"21:59:33";"F";"9953";"140";"278";"0";"0.496";"0.0"
"3576005";"2020-10-06";"21:59:38";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3577315";"2020-10-06";"21:59:39";"F";"9954";"123";"326";"0";"0.623";"0.0"
"3582005";"2020-10-06";"21:59:44";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3584535";"2020-10-06";"21:59:46";"F";"9955";"119";"406";"0";"0.707";"0.0"
"3588005";"2020-10-06";"21:59:50";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.4 ";""
"3596795";"2020-10-06";"21:59:58";"F";"9956";"148";"317";"0";"0.533";"0.0"
"3601005";"2020-10-06";"22:00:03";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.4 ";""
"3604675";"2020-10-06";"22:00:06";"F";"9957";"182";"420";"0";"0.567";"0.0"
"3604680";"2020-10-06";"22:00:06";"SCHE";"";"Chart stop ";""
"3609005";"2020-10-06";"22:00:11";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.4 ";""
"3629000";"2020-10-06";"22:00:30";"SCHS";"";"Chart start ";""
"3629005";"2020-10-06";"22:00:31";"C";"";"File Nr. 409 | File Dev. ID #1, DIVING-PAM-II:  ";""
"3766705";"2020-10-06";"22:02:48";"F";"9958";"49";"62";"0";"0.210";"0.0"
"3770005";"2020-10-06";"22:02:52";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3777075";"2020-10-06";"22:02:59";"F";"9959";"19";"42";"0";"-";"-"
"3781005";"2020-10-06";"22:03:03";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3783795";"2020-10-06";"22:03:05";"F";"9960";"14";"57";"0";"0.754";"0.0"
"3788005";"2020-10-06";"22:03:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3789185";"2020-10-06";"22:03:11";"F";"9961";"221";"295";"0";"0.251";"0.0"
"3793005";"2020-10-06";"22:03:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3795175";"2020-10-06";"22:03:17";"F";"9962";"209";"263";"0";"0.205";"0.0"
"3799005";"2020-10-06";"22:03:21";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3801205";"2020-10-06";"22:03:23";"F";"9963";"167";"214";"0";"0.220";"0.0"
"3805005";"2020-10-06";"22:03:27";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3806755";"2020-10-06";"22:03:28";"F";"9964";"218";"311";"0";"0.299";"0.0"
"3810005";"2020-10-06";"22:03:32";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"3811265";"2020-10-06";"22:03:33";"F";"9965";"144";"277";"0";"0.480";"0.0"
"3815005";"2020-10-06";"22:03:37";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3819405";"2020-10-06";"22:03:41";"F";"9966";"130";"310";"0";"0.581";"0.0"
"3823005";"2020-10-06";"22:03:45";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"3831725";"2020-10-06";"22:03:53";"F";"9967";"28";"72";"0";"0.611";"0.0"
"3835005";"2020-10-06";"22:03:57";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"3841275";"2020-10-06";"22:04:03";"F";"9968";"118";"154";"0";"0.234";"0.0"
"3845005";"2020-10-06";"22:04:07";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"3848765";"2020-10-06";"22:04:10";"F";"9969";"39";"117";"0";"0.667";"0.0"
"3852005";"2020-10-06";"22:04:14";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"3857355";"2020-10-06";"22:04:19";"F";"9970";"100";"151";"0";"0.338";"0.0"
"3861005";"2020-10-06";"22:04:23";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"3865875";"2020-10-06";"22:04:27";"F";"9971";"98";"98";"0";"0.000";"0.0"
"3869005";"2020-10-06";"22:04:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"3875675";"2020-10-06";"22:04:37";"F";"9972";"75";"94";"0";"0.202";"0.0"
"3879005";"2020-10-06";"22:04:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"3880885";"2020-10-06";"22:04:42";"F";"9973";"151";"212";"0";"0.288";"0.0"
"3884005";"2020-10-06";"22:04:46";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"3885695";"2020-10-06";"22:04:47";"F";"9974";"79";"165";"0";"0.521";"0.0"
"3889005";"2020-10-06";"22:04:51";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"3891715";"2020-10-06";"22:04:53";"F";"9975";"92";"153";"0";"0.399";"0.0"
"3895005";"2020-10-06";"22:04:57";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"3898435";"2020-10-06";"22:05:00";"F";"9976";"204";"316";"0";"0.354";"0.0"
"3902005";"2020-10-06";"22:05:04";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4062535";"2020-10-06";"22:07:44";"F";"9977";"25";"53";"0";"0.528";"0.0"
"4066005";"2020-10-06";"22:07:48";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4068265";"2020-10-06";"22:07:50";"F";"9978";"36";"76";"0";"0.526";"0.0"
"4072005";"2020-10-06";"22:07:54";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4085485";"2020-10-06";"22:08:07";"F";"9979";"56";"76";"0";"0.263";"0.0"
"4089005";"2020-10-06";"22:08:11";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4091845";"2020-10-06";"22:08:13";"F";"9980";"17";"46";"0";"-";"-"
"4095005";"2020-10-06";"22:08:17";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4116815";"2020-10-06";"22:08:38";"F";"9981";"510";"576";"0";"0.115";"0.0"
"4120005";"2020-10-06";"22:08:42";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4124775";"2020-10-06";"22:08:46";"F";"9982";"582";"674";"0";"0.136";"0.0"
"4128005";"2020-10-06";"22:08:50";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4134925";"2020-10-06";"22:08:56";"F";"9983";"249";"578";"0";"0.569";"0.0"
"4138005";"2020-10-06";"22:09:00";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4139255";"2020-10-06";"22:09:01";"F";"9984";"338";"354";"0";"0.045";"0.0"
"4143005";"2020-10-06";"22:09:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4149675";"2020-10-06";"22:09:11";"F";"9985";"34";"48";"0";"-";"-"
"4153005";"2020-10-06";"22:09:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4154605";"2020-10-06";"22:09:16";"F";"9986";"43";"71";"0";"0.394";"0.0"
"4158005";"2020-10-06";"22:09:20";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4162105";"2020-10-06";"22:09:24";"F";"9987";"73";"138";"0";"0.471";"0.0"
"4166005";"2020-10-06";"22:09:28";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4168205";"2020-10-06";"22:09:30";"F";"9988";"94";"115";"0";"0.183";"0.0"
"4171005";"2020-10-06";"22:09:33";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4172955";"2020-10-06";"22:09:34";"F";"9989";"171";"250";"0";"0.316";"0.0"
"4176005";"2020-10-06";"22:09:38";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4177155";"2020-10-06";"22:09:39";"F";"9990";"247";"391";"0";"0.368";"0.0"
"4181005";"2020-10-06";"22:09:43";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4181195";"2020-10-06";"22:09:43";"F";"9991";"201";"201";"0";"0.000";"0.0"
"4185005";"2020-10-06";"22:09:47";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4185575";"2020-10-06";"22:09:47";"F";"9992";"187";"321";"0";"0.417";"0.0"
"4190005";"2020-10-06";"22:09:52";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4190135";"2020-10-06";"22:09:52";"F";"9993";"136";"161";"0";"0.155";"0.0"
"4194005";"2020-10-06";"22:09:56";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4194375";"2020-10-06";"22:09:56";"F";"9994";"98";"98";"0";"0.000";"0.0"
"4199005";"2020-10-06";"22:10:01";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4200325";"2020-10-06";"22:10:02";"F";"9995";"125";"388";"0";"0.678";"0.0"
"4204005";"2020-10-06";"22:10:06";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4205295";"2020-10-06";"22:10:07";"F";"9996";"226";"288";"0";"0.215";"0.0"
"4209005";"2020-10-06";"22:10:11";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4212665";"2020-10-06";"22:10:14";"F";"9997";"125";"391";"0";"0.680";"0.0"
"4216005";"2020-10-06";"22:10:18";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4216695";"2020-10-06";"22:10:18";"F";"9998";"143";"143";"0";"0.000";"0.0"
"4221005";"2020-10-06";"22:10:23";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4221755";"2020-10-06";"22:10:23";"F";"9999";"105";"226";"0";"0.535";"0.0"
"4226005";"2020-10-06";"22:10:28";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4226845";"2020-10-06";"22:10:28";"F";"10000";"69";"69";"0";"0.000";"0.0"
"4230005";"2020-10-06";"22:10:32";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4230085";"2020-10-06";"22:10:32";"F";"10001";"124";"186";"0";"0.333";"0.0"
"4234005";"2020-10-06";"22:10:36";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4234905";"2020-10-06";"22:10:36";"F";"10002";"281";"476";"0";"0.410";"0.0"
"4238005";"2020-10-06";"22:10:40";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4239535";"2020-10-06";"22:10:41";"F";"10003";"155";"276";"0";"0.438";"0.0"
"4243005";"2020-10-06";"22:10:45";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4247435";"2020-10-06";"22:10:49";"F";"10004";"458";"564";"0";"0.188";"0.0"
"4251005";"2020-10-06";"22:10:53";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4251885";"2020-10-06";"22:10:53";"F";"10005";"79";"96";"0";"0.177";"0.0"
"4251890";"2020-10-06";"22:10:53";"SCHE";"";"Chart stop ";""
"4256005";"2020-10-06";"22:10:58";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4340000";"2020-10-06";"22:12:21";"SCHS";"";"Chart start ";""
"4340005";"2020-10-06";"22:12:22";"C";"";"File Nr. 410 | File Dev. ID #1, DIVING-PAM-II:  ";""
"4396425";"2020-10-06";"22:13:18";"F";"10006";"58";"99";"0";"0.414";"0.0"
"4401005";"2020-10-06";"22:13:23";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4403835";"2020-10-06";"22:13:25";"F";"10007";"118";"223";"0";"0.471";"0.0"
"4407005";"2020-10-06";"22:13:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4409035";"2020-10-06";"22:13:31";"F";"10008";"138";"138";"0";"0.000";"0.0"
"4414005";"2020-10-06";"22:13:36";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4414775";"2020-10-06";"22:13:36";"F";"10009";"235";"529";"0";"0.556";"0.0"
"4418825";"2020-10-06";"22:13:40";"F";"10010";"203";"433";"0";"0.531";"0.0"
"4419005";"2020-10-06";"22:13:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4422415";"2020-10-06";"22:13:44";"F";"10011";"135";"182";"0";"0.258";"0.0"
"4423005";"2020-10-06";"22:13:45";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4427005";"2020-10-06";"22:13:49";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4428535";"2020-10-06";"22:13:50";"F";"10012";"94";"242";"0";"0.612";"0.0"
"4433005";"2020-10-06";"22:13:55";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4433615";"2020-10-06";"22:13:55";"F";"10013";"246";"723";"0";"0.660";"0.0"
"4438005";"2020-10-06";"22:14:00";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4438315";"2020-10-06";"22:14:00";"F";"10014";"156";"255";"0";"0.388";"0.0"
"4443005";"2020-10-06";"22:14:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4452375";"2020-10-06";"22:14:14";"F";"10015";"72";"105";"0";"0.314";"0.0"
"4457005";"2020-10-06";"22:14:19";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4457105";"2020-10-06";"22:14:19";"F";"10016";"14";"70";"0";"0.800";"0.0"
"4462005";"2020-10-06";"22:14:24";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4464715";"2020-10-06";"22:14:26";"F";"10017";"30";"59";"0";"0.492";"0.0"
"4468005";"2020-10-06";"22:14:30";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4472035";"2020-10-06";"22:14:34";"F";"10018";"618";"924";"0";"0.331";"0.0"
"4477005";"2020-10-06";"22:14:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4481345";"2020-10-06";"22:14:43";"F";"10019";"239";"339";"0";"0.295";"0.0"
"4485005";"2020-10-06";"22:14:47";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4488815";"2020-10-06";"22:14:50";"F";"10020";"370";"476";"0";"0.223";"0.0"
"4493005";"2020-10-06";"22:14:55";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4493675";"2020-10-06";"22:14:55";"F";"10021";"499";"617";"0";"0.191";"0.0"
"4498005";"2020-10-06";"22:15:00";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4508395";"2020-10-06";"22:15:10";"F";"10022";"346";"509";"0";"0.320";"0.0"
"4513005";"2020-10-06";"22:15:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4513445";"2020-10-06";"22:15:15";"F";"10023";"233";"385";"0";"0.395";"0.0"
"4518005";"2020-10-06";"22:15:20";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4522375";"2020-10-06";"22:15:24";"F";"10024";"29";"92";"0";"0.685";"0.0"
"4527005";"2020-10-06";"22:15:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4532535";"2020-10-06";"22:15:34";"F";"10025";"85";"125";"0";"0.320";"0.0"
"4536005";"2020-10-06";"22:15:38";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4538135";"2020-10-06";"22:15:40";"F";"10026";"272";"448";"0";"0.393";"0.0"
"4543005";"2020-10-06";"22:15:45";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4546035";"2020-10-06";"22:15:48";"F";"10027";"344";"535";"0";"0.357";"0.0"
"4551005";"2020-10-06";"22:15:53";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4552915";"2020-10-06";"22:15:54";"F";"10028";"171";"468";"0";"0.635";"0.0"
"4557005";"2020-10-06";"22:15:59";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4559035";"2020-10-06";"22:16:01";"F";"10029";"559";"707";"0";"0.209";"0.0"
"4563005";"2020-10-06";"22:16:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4565955";"2020-10-06";"22:16:07";"F";"10030";"141";"201";"0";"0.299";"0.0"
"4569005";"2020-10-06";"22:16:11";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4569565";"2020-10-06";"22:16:11";"F";"10031";"150";"269";"0";"0.442";"0.0"
"4574005";"2020-10-06";"22:16:16";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4575195";"2020-10-06";"22:16:17";"F";"10032";"27";"120";"0";"0.775";"0.0"
"4580005";"2020-10-06";"22:16:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4580625";"2020-10-06";"22:16:22";"F";"10033";"39";"84";"0";"0.536";"0.0"
"4585005";"2020-10-06";"22:16:27";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4585435";"2020-10-06";"22:16:27";"F";"10034";"339";"639";"0";"0.469";"0.0"
"4589005";"2020-10-06";"22:16:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4589805";"2020-10-06";"22:16:31";"F";"10035";"385";"633";"0";"0.392";"0.0"
"4594005";"2020-10-06";"22:16:36";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4597425";"2020-10-06";"22:16:39";"F";"10036";"450";"622";"0";"0.277";"0.0"
"4602005";"2020-10-06";"22:16:44";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4603265";"2020-10-06";"22:16:45";"F";"10037";"216";"289";"0";"0.253";"0.0"
"4608005";"2020-10-06";"22:16:50";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4609205";"2020-10-06";"22:16:51";"F";"10038";"220";"546";"0";"0.597";"0.0"
"4614005";"2020-10-06";"22:16:56";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4614405";"2020-10-06";"22:16:56";"F";"10039";"119";"372";"0";"0.680";"0.0"
"4619005";"2020-10-06";"22:17:01";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4621535";"2020-10-06";"22:17:03";"F";"10040";"125";"335";"0";"0.627";"0.0"
"4625005";"2020-10-06";"22:17:07";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4630785";"2020-10-06";"22:17:12";"F";"10041";"54";"76";"0";"0.289";"0.0"
"4635005";"2020-10-06";"22:17:17";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4637175";"2020-10-06";"22:17:19";"F";"10042";"120";"213";"0";"0.437";"0.0"
"4642005";"2020-10-06";"22:17:24";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4648785";"2020-10-06";"22:17:30";"F";"10043";"19";"70";"0";"0.729";"0.0"
"4653005";"2020-10-06";"22:17:35";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4654735";"2020-10-06";"22:17:36";"F";"10044";"32";"114";"0";"0.719";"0.0"
"4659005";"2020-10-06";"22:17:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"4662235";"2020-10-06";"22:17:44";"F";"10045";"78";"122";"0";"0.361";"0.0"
"4667005";"2020-10-06";"22:17:49";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4676395";"2020-10-06";"22:17:58";"F";"10046";"12";"42";"0";"-";"-"
"4681005";"2020-10-06";"22:18:03";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4681045";"2020-10-06";"22:18:03";"F";"10047";"27";"45";"0";"-";"-"
"4686005";"2020-10-06";"22:18:08";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4688565";"2020-10-06";"22:18:10";"F";"10048";"157";"252";"0";"0.377";"0.0"
"4692005";"2020-10-06";"22:18:14";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4697615";"2020-10-06";"22:18:19";"F";"10049";"160";"302";"0";"0.470";"0.0"
"4702005";"2020-10-06";"22:18:24";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4703925";"2020-10-06";"22:18:25";"F";"10050";"150";"604";"0";"0.752";"0.0"
"4708005";"2020-10-06";"22:18:30";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"4708435";"2020-10-06";"22:18:30";"F";"10051";"287";"585";"0";"0.509";"0.0"
"4708440";"2020-10-06";"22:18:30";"SCHE";"";"Chart stop ";""
"4713005";"2020-10-06";"22:18:35";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4801000";"2020-10-06";"22:20:02";"SCHS";"";"Chart start ";""
"4801005";"2020-10-06";"22:20:03";"C";"";"File Nr. 411 | File Dev. ID #1, DIVING-PAM-II:  ";""
"4832285";"2020-10-06";"22:20:34";"F";"10052";"259";"610";"0";"0.575";"0.0"
"4837005";"2020-10-06";"22:20:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4839975";"2020-10-06";"22:20:41";"F";"10053";"374";"849";"0";"0.559";"0.0"
"4843005";"2020-10-06";"22:20:45";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4849325";"2020-10-06";"22:20:51";"F";"10054";"133";"742";"0";"0.821";"0.0"
"4854005";"2020-10-06";"22:20:56";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"4863055";"2020-10-06";"22:21:05";"F";"10055";"281";"640";"0";"0.561";"0.0"
"4868005";"2020-10-06";"22:21:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4868155";"2020-10-06";"22:21:10";"F";"10056";"321";"617";"0";"0.480";"0.0"
"4873005";"2020-10-06";"22:21:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4873875";"2020-10-06";"22:21:15";"F";"10057";"121";"454";"0";"0.733";"0.0"
"4878005";"2020-10-06";"22:21:20";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4878045";"2020-10-06";"22:21:20";"F";"10058";"206";"475";"0";"0.566";"0.0"
"4883005";"2020-10-06";"22:21:25";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"4884605";"2020-10-06";"22:21:26";"F";"10059";"172";"495";"0";"0.653";"0.0"
"4889005";"2020-10-06";"22:21:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4890095";"2020-10-06";"22:21:32";"F";"10060";"150";"538";"0";"0.721";"0.0"
"4894005";"2020-10-06";"22:21:36";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4904125";"2020-10-06";"22:21:46";"F";"10061";"156";"363";"0";"0.570";"0.0"
"4909005";"2020-10-06";"22:21:51";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4913865";"2020-10-06";"22:21:55";"F";"10062";"455";"1046";"0";"0.565";"0.0"
"4917005";"2020-10-06";"22:21:59";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4918255";"2020-10-06";"22:22:00";"F";"10063";"331";"1286";"0";"0.743";"0.0"
"4923005";"2020-10-06";"22:22:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4925605";"2020-10-06";"22:22:07";"F";"10064";"411";"980";"0";"0.581";"0.0"
"4929005";"2020-10-06";"22:22:11";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"4939375";"2020-10-06";"22:22:21";"F";"10065";"468";"1003";"0";"0.533";"0.0"
"4943005";"2020-10-06";"22:22:25";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4945735";"2020-10-06";"22:22:27";"F";"10066";"481";"1120";"0";"0.571";"0.0"
"4950005";"2020-10-06";"22:22:32";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"4950125";"2020-10-06";"22:22:32";"F";"10067";"362";"631";"0";"0.426";"0.0"
"4954005";"2020-10-06";"22:22:36";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.4 ";""
"4955375";"2020-10-06";"22:22:37";"F";"10068";"311";"811";"0";"0.617";"0.0"
