"2020-10-07";"00:28:40";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-06";"17:21:01";"SCHS";"";"Chart start ";""
"5815005";"2020-10-06";"18:57:57";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"5817225";"2020-10-06";"18:57:59";"F";"9230";"496";"1254";"0";"0.604";"0.0"
"5821005";"2020-10-06";"18:58:03";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.2 ";""
"5828345";"2020-10-06";"18:58:10";"F";"9231";"176";"423";"0";"0.584";"0.0"
"5833005";"2020-10-06";"18:58:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"5836955";"2020-10-06";"18:58:18";"F";"9232";"170";"387";"0";"0.561";"0.0"
"5840005";"2020-10-06";"18:58:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.4 ";""
"5844245";"2020-10-06";"18:58:26";"F";"9233";"340";"786";"0";"0.567";"0.0"
"5849005";"2020-10-06";"18:58:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"5856225";"2020-10-06";"18:58:38";"F";"9234";"324";"868";"0";"0.627";"0.0"
"5861005";"2020-10-06";"18:58:43";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"5863665";"2020-10-06";"18:58:45";"F";"9235";"293";"723";"0";"0.595";"0.0"
"5867005";"2020-10-06";"18:58:49";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.4 ";""
"5869375";"2020-10-06";"18:58:51";"F";"9236";"253";"671";"0";"0.623";"0.0"
"5874005";"2020-10-06";"18:58:56";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.4 ";""
"5878475";"2020-10-06";"18:59:00";"F";"9237";"336";"1068";"0";"0.685";"0.0"
"5882005";"2020-10-06";"18:59:04";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.4 ";""
"5886815";"2020-10-06";"18:59:08";"F";"9238";"52";"513";"0";"0.899";"0.0"
"5891005";"2020-10-06";"18:59:13";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.5 ";""
"5896065";"2020-10-06";"18:59:18";"F";"9239";"308";"980";"0";"0.686";"0.0"
"5900005";"2020-10-06";"18:59:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.5 ";""
"5913135";"2020-10-06";"18:59:35";"F";"9240";"430";"1052";"0";"0.591";"0.0"
"5918005";"2020-10-06";"18:59:40";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.5 ";""
"5928495";"2020-10-06";"18:59:50";"F";"9241";"377";"932";"0";"0.595";"0.0"
"5933005";"2020-10-06";"18:59:55";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"5936935";"2020-10-06";"18:59:58";"F";"9242";"261";"606";"0";"0.569";"0.0"
"5941005";"2020-10-06";"19:00:03";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"5943775";"2020-10-06";"19:00:05";"F";"9243";"240";"634";"0";"0.621";"0.0"
"5947005";"2020-10-06";"19:00:09";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"5950105";"2020-10-06";"19:00:12";"F";"9244";"256";"648";"0";"0.605";"0.0"
"5955005";"2020-10-06";"19:00:17";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.7 ";""
"5959235";"2020-10-06";"19:00:21";"F";"9245";"303";"673";"0";"0.550";"0.0"
"5963005";"2020-10-06";"19:00:25";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.7 ";""
"5974665";"2020-10-06";"19:00:36";"F";"9246";"233";"575";"0";"0.595";"0.0"
"5979005";"2020-10-06";"19:00:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"5983795";"2020-10-06";"19:00:45";"F";"9247";"103";"262";"0";"0.607";"0.0"
"5988005";"2020-10-06";"19:00:50";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.7 ";""
"5989745";"2020-10-06";"19:00:51";"F";"9248";"365";"924";"0";"0.605";"0.0"
"5994005";"2020-10-06";"19:00:56";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"5999235";"2020-10-06";"19:01:01";"F";"9249";"341";"921";"0";"0.630";"0.0"
"6004005";"2020-10-06";"19:01:06";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"6006555";"2020-10-06";"19:01:08";"F";"9250";"375";"873";"0";"0.570";"0.0"
"6011005";"2020-10-06";"19:01:13";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"6017255";"2020-10-06";"19:01:19";"F";"9251";"426";"1010";"0";"0.578";"0.0"
"6022005";"2020-10-06";"19:01:24";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"6041325";"2020-10-06";"19:01:43";"F";"9252";"179";"526";"0";"0.660";"0.0"
"6045005";"2020-10-06";"19:01:47";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"6048555";"2020-10-06";"19:01:50";"F";"9253";"234";"631";"0";"0.629";"0.0"
"6053005";"2020-10-06";"19:01:55";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.0 ";""
"6060365";"2020-10-06";"19:02:02";"F";"9254";"375";"1072";"0";"0.650";"0.0"
"6065005";"2020-10-06";"19:02:07";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"6066595";"2020-10-06";"19:02:08";"F";"9255";"287";"887";"0";"0.676";"0.0"
"6071005";"2020-10-06";"19:02:13";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.0 ";""
"6077295";"2020-10-06";"19:02:19";"F";"9256";"201";"591";"0";"0.660";"0.0"
"6082005";"2020-10-06";"19:02:24";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"6086735";"2020-10-06";"19:02:28";"F";"9257";"190";"329";"0";"0.422";"0.0"
"6090005";"2020-10-06";"19:02:32";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"6099695";"2020-10-06";"19:02:41";"F";"9258";"350";"809";"0";"0.567";"0.0"
"6103005";"2020-10-06";"19:02:45";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"6113935";"2020-10-06";"19:02:55";"F";"9259";"377";"890";"0";"0.576";"0.0"
"6118005";"2020-10-06";"19:03:00";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.0 ";""
"6130375";"2020-10-06";"19:03:12";"F";"9260";"286";"639";"0";"0.552";"0.0"
"6134005";"2020-10-06";"19:03:16";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"6137935";"2020-10-06";"19:03:19";"F";"9261";"216";"497";"0";"0.565";"0.0"
"6142005";"2020-10-06";"19:03:24";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"6163745";"2020-10-06";"19:03:45";"F";"9262";"331";"964";"0";"0.657";"0.0"
"6168005";"2020-10-06";"19:03:50";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.3 ";""
"6181915";"2020-10-06";"19:04:03";"F";"9263";"158";"522";"0";"0.697";"0.0"
"6185005";"2020-10-06";"19:04:07";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"6190975";"2020-10-06";"19:04:12";"F";"9264";"224";"553";"0";"0.595";"0.0"
"6194005";"2020-10-06";"19:04:16";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"6201555";"2020-10-06";"19:04:23";"F";"9265";"81";"349";"0";"0.768";"0.0"
"6206005";"2020-10-06";"19:04:28";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"6212485";"2020-10-06";"19:04:34";"F";"9266";"276";"856";"0";"0.678";"0.0"
"6217005";"2020-10-06";"19:04:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"6226135";"2020-10-06";"19:04:48";"F";"9267";"251";"682";"0";"0.632";"0.0"
"6231005";"2020-10-06";"19:04:53";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"6234375";"2020-10-06";"19:04:56";"F";"9268";"220";"796";"0";"0.724";"0.0"
"6238005";"2020-10-06";"19:05:00";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.3 ";""
"6240065";"2020-10-06";"19:05:02";"F";"9269";"149";"332";"0";"0.551";"0.0"
"6245005";"2020-10-06";"19:05:07";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.4 ";""
"6247455";"2020-10-06";"19:05:09";"F";"9270";"170";"529";"0";"0.679";"0.0"
"6252005";"2020-10-06";"19:05:14";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.4 ";""
"6255215";"2020-10-06";"19:05:17";"F";"9271";"212";"717";"0";"0.704";"0.0"
"6260005";"2020-10-06";"19:05:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.4 ";""
"6262245";"2020-10-06";"19:05:24";"F";"9272";"308";"942";"0";"0.673";"0.0"
"6262250";"2020-10-06";"19:05:24";"SCHE";"";"Chart stop ";""
"6267005";"2020-10-06";"19:05:29";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.4 ";""
