"2020-10-07";"00:23:11";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-06";"20:00:14";"SCHS";"";"Chart start ";""
"1810005";"2020-10-06";"20:30:25";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"1811765";"2020-10-06";"20:30:26";"F";"9549";"336";"918";"0";"0.634";"0.0"
"1816005";"2020-10-06";"20:30:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"1816875";"2020-10-06";"20:30:31";"F";"9550";"270";"403";"0";"0.330";"0.0"
"1821005";"2020-10-06";"20:30:36";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"1830085";"2020-10-06";"20:30:45";"F";"9551";"415";"998";"0";"0.584";"0.0"
"1835005";"2020-10-06";"20:30:50";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"1842105";"2020-10-06";"20:30:57";"F";"9552";"264";"783";"0";"0.663";"0.0"
"1846005";"2020-10-06";"20:31:01";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"1852915";"2020-10-06";"20:31:07";"F";"9553";"276";"791";"0";"0.651";"0.0"
"1856005";"2020-10-06";"20:31:11";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"1857495";"2020-10-06";"20:31:12";"F";"9554";"299";"726";"0";"0.588";"0.0"
"1862005";"2020-10-06";"20:31:17";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"1862375";"2020-10-06";"20:31:17";"F";"9555";"218";"726";"0";"0.700";"0.0"
"1867005";"2020-10-06";"20:31:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"1868995";"2020-10-06";"20:31:23";"F";"9556";"321";"983";"0";"0.673";"0.0"
"1873005";"2020-10-06";"20:31:28";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"1874085";"2020-10-06";"20:31:29";"F";"9557";"200";"540";"0";"0.630";"0.0"
"1879005";"2020-10-06";"20:31:34";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"1883395";"2020-10-06";"20:31:38";"F";"9558";"421";"1093";"0";"0.615";"0.0"
"1888005";"2020-10-06";"20:31:43";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"1888725";"2020-10-06";"20:31:43";"F";"9559";"364";"1158";"0";"0.686";"0.0"
"1893005";"2020-10-06";"20:31:48";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"1894605";"2020-10-06";"20:31:49";"F";"9560";"142";"204";"0";"0.304";"0.0"
"1899005";"2020-10-06";"20:31:54";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"1905445";"2020-10-06";"20:32:00";"F";"9561";"384";"892";"0";"0.570";"0.0"
"1910005";"2020-10-06";"20:32:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"1912555";"2020-10-06";"20:32:07";"F";"9562";"93";"549";"0";"0.831";"0.0"
"1917005";"2020-10-06";"20:32:12";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"1929555";"2020-10-06";"20:32:24";"F";"9563";"40";"59";"0";"0.322";"0.0"
"1934005";"2020-10-06";"20:32:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"1940445";"2020-10-06";"20:32:35";"F";"9564";"274";"595";"0";"0.539";"0.0"
"1940450";"2020-10-06";"20:32:35";"SCHE";"";"Chart stop ";""
"1944005";"2020-10-06";"20:32:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"1975005";"2020-10-06";"20:33:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2006000";"2020-10-06";"20:33:40";"SCHS";"";"Chart start ";""
"2006005";"2020-10-06";"20:33:41";"C";"";"File Nr. 398 | File Dev. ID #1, DIVING-PAM-II:  ";""
"2021365";"2020-10-06";"20:33:56";"F";"9565";"5";"18";"0";"-";"-"
"2025005";"2020-10-06";"20:34:00";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2029075";"2020-10-06";"20:34:04";"F";"9566";"6";"14";"0";"-";"-"
"2034005";"2020-10-06";"20:34:09";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2036205";"2020-10-06";"20:34:11";"F";"9567";"7";"13";"0";"-";"-"
"2040005";"2020-10-06";"20:34:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2043495";"2020-10-06";"20:34:18";"F";"9568";"8";"18";"0";"-";"-"
"2047005";"2020-10-06";"20:34:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2053355";"2020-10-06";"20:34:28";"F";"9569";"0";"19";"0";"-";"-"
"2057005";"2020-10-06";"20:34:32";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2059405";"2020-10-06";"20:34:34";"F";"9570";"7";"12";"0";"-";"-"
"2063005";"2020-10-06";"20:34:38";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2067875";"2020-10-06";"20:34:42";"F";"9571";"8";"17";"0";"-";"-"
"2071005";"2020-10-06";"20:34:46";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2075905";"2020-10-06";"20:34:50";"F";"9572";"11";"19";"0";"-";"-"
"2079005";"2020-10-06";"20:34:54";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.9 ";""
"2086805";"2020-10-06";"20:35:01";"F";"9573";"9";"13";"0";"-";"-"
"2090005";"2020-10-06";"20:35:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2094545";"2020-10-06";"20:35:09";"F";"9574";"5";"18";"0";"-";"-"
"2098005";"2020-10-06";"20:35:13";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"2103565";"2020-10-06";"20:35:18";"F";"9575";"6";"16";"0";"-";"-"
"2107005";"2020-10-06";"20:35:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"2111395";"2020-10-06";"20:35:26";"F";"9576";"7";"15";"0";"-";"-"
"2115005";"2020-10-06";"20:35:30";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"2121245";"2020-10-06";"20:35:36";"F";"9577";"0";"20";"0";"-";"-"
"2125005";"2020-10-06";"20:35:40";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2128735";"2020-10-06";"20:35:43";"F";"9578";"5";"20";"0";"-";"-"
"2132005";"2020-10-06";"20:35:47";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.9 ";""
"2139535";"2020-10-06";"20:35:54";"F";"9579";"4";"19";"0";"-";"-"
"2143005";"2020-10-06";"20:35:58";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2148425";"2020-10-06";"20:36:03";"F";"9580";"8";"16";"0";"-";"-"
"2152005";"2020-10-06";"20:36:07";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2158675";"2020-10-06";"20:36:13";"F";"9581";"4";"19";"0";"-";"-"
"2162005";"2020-10-06";"20:36:17";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2165045";"2020-10-06";"20:36:20";"F";"9582";"9";"14";"0";"-";"-"
"2169005";"2020-10-06";"20:36:24";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.9 ";""
"2172265";"2020-10-06";"20:36:27";"F";"9583";"9";"14";"0";"-";"-"
"2176005";"2020-10-06";"20:36:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2180125";"2020-10-06";"20:36:35";"F";"9584";"1";"17";"0";"-";"-"
"2184005";"2020-10-06";"20:36:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2188915";"2020-10-06";"20:36:43";"F";"9585";"6";"16";"0";"-";"-"
"2188920";"2020-10-06";"20:36:43";"SCHE";"";"Chart stop ";""
"2192005";"2020-10-06";"20:36:47";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2229000";"2020-10-06";"20:37:23";"SCHS";"";"Chart start ";""
"2229005";"2020-10-06";"20:37:24";"C";"";"File Nr. 399 | File Dev. ID #1, DIVING-PAM-II:  ";""
"2247185";"2020-10-06";"20:37:42";"F";"9586";"159";"371";"0";"0.571";"0.0"
"2252005";"2020-10-06";"20:37:47";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2252935";"2020-10-06";"20:37:47";"F";"9587";"98";"335";"0";"0.707";"0.0"
"2257005";"2020-10-06";"20:37:52";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2258115";"2020-10-06";"20:37:53";"F";"9588";"339";"953";"0";"0.644";"0.0"
"2263005";"2020-10-06";"20:37:58";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2264355";"2020-10-06";"20:37:59";"F";"9589";"409";"1045";"0";"0.609";"0.0"
"2268005";"2020-10-06";"20:38:03";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2270245";"2020-10-06";"20:38:05";"F";"9590";"198";"719";"0";"0.725";"0.0"
"2274005";"2020-10-06";"20:38:09";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2275495";"2020-10-06";"20:38:10";"F";"9591";"289";"656";"0";"0.559";"0.0"
"2280005";"2020-10-06";"20:38:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2281925";"2020-10-06";"20:38:16";"F";"9592";"117";"667";"0";"0.825";"0.0"
"2285005";"2020-10-06";"20:38:20";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2286935";"2020-10-06";"20:38:21";"F";"9593";"269";"966";"0";"0.722";"0.0"
"2291005";"2020-10-06";"20:38:26";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2294825";"2020-10-06";"20:38:29";"F";"9594";"295";"819";"0";"0.640";"0.0"
"2299005";"2020-10-06";"20:38:34";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"2299235";"2020-10-06";"20:38:34";"F";"9595";"333";"1063";"0";"0.687";"0.0"
"2304005";"2020-10-06";"20:38:39";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 32.0 ";""
"2306075";"2020-10-06";"20:38:41";"F";"9596";"450";"1126";"0";"0.600";"0.0"
"2311005";"2020-10-06";"20:38:46";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2312725";"2020-10-06";"20:38:47";"F";"9597";"339";"699";"0";"0.515";"0.0"
"2317005";"2020-10-06";"20:38:52";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2318065";"2020-10-06";"20:38:53";"F";"9598";"417";"1023";"0";"0.592";"0.0"
"2322005";"2020-10-06";"20:38:57";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"2325485";"2020-10-06";"20:39:00";"F";"9599";"220";"570";"0";"0.614";"0.0"
"2330005";"2020-10-06";"20:39:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"2330685";"2020-10-06";"20:39:05";"F";"9600";"157";"252";"0";"0.377";"0.0"
"2335005";"2020-10-06";"20:39:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"2340785";"2020-10-06";"20:39:15";"F";"9601";"264";"585";"0";"0.549";"0.0"
"2345005";"2020-10-06";"20:39:20";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"2347065";"2020-10-06";"20:39:22";"F";"9602";"346";"851";"0";"0.593";"0.0"
"2352005";"2020-10-06";"20:39:27";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"2361555";"2020-10-06";"20:39:36";"F";"9603";"157";"761";"0";"0.794";"0.0"
"2366005";"2020-10-06";"20:39:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"2369415";"2020-10-06";"20:39:44";"F";"9604";"121";"352";"0";"0.656";"0.0"
"2374005";"2020-10-06";"20:39:49";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2375555";"2020-10-06";"20:39:50";"F";"9605";"309";"800";"0";"0.614";"0.0"
"2380005";"2020-10-06";"20:39:55";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2383805";"2020-10-06";"20:39:58";"F";"9606";"382";"961";"0";"0.602";"0.0"
"2388005";"2020-10-06";"20:40:03";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2388475";"2020-10-06";"20:40:03";"F";"9607";"415";"1125";"0";"0.631";"0.0"
"2393005";"2020-10-06";"20:40:08";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2393095";"2020-10-06";"20:40:08";"F";"9608";"464";"1143";"0";"0.594";"0.0"
"2398005";"2020-10-06";"20:40:13";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2398475";"2020-10-06";"20:40:13";"F";"9609";"187";"557";"0";"0.664";"0.0"
"2403005";"2020-10-06";"20:40:18";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2407945";"2020-10-06";"20:40:22";"F";"9610";"57";"192";"0";"0.703";"0.0"
"2412005";"2020-10-06";"20:40:27";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2416945";"2020-10-06";"20:40:31";"F";"9611";"278";"746";"0";"0.627";"0.0"
"2421005";"2020-10-06";"20:40:36";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2421875";"2020-10-06";"20:40:36";"F";"9612";"356";"1147";"0";"0.690";"0.0"
"2426005";"2020-10-06";"20:40:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2429865";"2020-10-06";"20:40:44";"F";"9613";"206";"836";"0";"0.754";"0.0"
"2434005";"2020-10-06";"20:40:49";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2435175";"2020-10-06";"20:40:50";"F";"9614";"413";"898";"0";"0.540";"0.0"
"2440005";"2020-10-06";"20:40:55";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2441065";"2020-10-06";"20:40:56";"F";"9615";"246";"601";"0";"0.591";"0.0"
"2446005";"2020-10-06";"20:41:01";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2447985";"2020-10-06";"20:41:02";"F";"9616";"319";"738";"0";"0.568";"0.0"
"2452005";"2020-10-06";"20:41:07";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2456195";"2020-10-06";"20:41:11";"F";"9617";"101";"684";"0";"0.852";"0.0"
"2461005";"2020-10-06";"20:41:16";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2465385";"2020-10-06";"20:41:20";"F";"9618";"293";"818";"0";"0.642";"0.0"
"2469005";"2020-10-06";"20:41:24";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"2472335";"2020-10-06";"20:41:27";"F";"9619";"241";"756";"0";"0.681";"0.0"
"2476005";"2020-10-06";"20:41:31";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 32.1 ";""
"2484715";"2020-10-06";"20:41:39";"F";"9620";"402";"1051";"0";"0.618";"0.0"
"2489005";"2020-10-06";"20:41:44";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 32.0 ";""
"2490805";"2020-10-06";"20:41:45";"F";"9621";"164";"303";"0";"0.459";"0.0"
"2495005";"2020-10-06";"20:41:50";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"2498085";"2020-10-06";"20:41:53";"F";"9622";"247";"667";"0";"0.630";"0.0"
"2503005";"2020-10-06";"20:41:58";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2505065";"2020-10-06";"20:42:00";"F";"9623";"334";"903";"0";"0.630";"0.0"
"2510005";"2020-10-06";"20:42:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2518495";"2020-10-06";"20:42:13";"F";"9624";"170";"621";"0";"0.726";"0.0"
"2523005";"2020-10-06";"20:42:18";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2527555";"2020-10-06";"20:42:22";"F";"9625";"169";"598";"0";"0.717";"0.0"
"2531005";"2020-10-06";"20:42:26";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2534985";"2020-10-06";"20:42:29";"F";"9626";"50";"139";"0";"0.640";"0.0"
"2539005";"2020-10-06";"20:42:34";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2541315";"2020-10-06";"20:42:36";"F";"9627";"240";"896";"0";"0.732";"0.0"
"2546005";"2020-10-06";"20:42:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"2547885";"2020-10-06";"20:42:42";"F";"9628";"256";"667";"0";"0.616";"0.0"
"2552005";"2020-10-06";"20:42:47";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2597725";"2020-10-06";"20:43:32";"F";"9629";"302";"782";"0";"0.614";"0.0"
"2597730";"2020-10-06";"20:43:32";"SCHE";"";"Chart stop ";""
"2601005";"2020-10-06";"20:43:36";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2720000";"2020-10-06";"20:45:34";"SCHS";"";"Chart start ";""
"2720005";"2020-10-06";"20:45:35";"C";"";"File Nr. 400 | File Dev. ID #1, DIVING-PAM-II:  ";""
"2799225";"2020-10-06";"20:46:54";"F";"9630";"11";"24";"0";"-";"-"
"2803005";"2020-10-06";"20:46:58";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2816665";"2020-10-06";"20:47:11";"F";"9631";"10";"19";"0";"-";"-"
"2820005";"2020-10-06";"20:47:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2840155";"2020-10-06";"20:47:35";"F";"9632";"10";"16";"0";"-";"-"
"2844005";"2020-10-06";"20:47:39";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 32.1 ";""
"2849945";"2020-10-06";"20:47:44";"F";"9633";"2";"23";"0";"-";"-"
"2853005";"2020-10-06";"20:47:48";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2858845";"2020-10-06";"20:47:53";"F";"9634";"15";"27";"0";"-";"-"
"2862005";"2020-10-06";"20:47:57";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2865815";"2020-10-06";"20:48:00";"F";"9635";"8";"19";"0";"-";"-"
"2869005";"2020-10-06";"20:48:04";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2872445";"2020-10-06";"20:48:07";"F";"9636";"7";"19";"0";"-";"-"
"2876005";"2020-10-06";"20:48:11";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.2 ";""
"2879745";"2020-10-06";"20:48:14";"F";"9637";"10";"19";"0";"-";"-"
"2883005";"2020-10-06";"20:48:18";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.2 ";""
"2888165";"2020-10-06";"20:48:23";"F";"9638";"9";"17";"0";"-";"-"
"2892005";"2020-10-06";"20:48:27";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2899775";"2020-10-06";"20:48:34";"F";"9639";"12";"19";"0";"-";"-"
"2903005";"2020-10-06";"20:48:38";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.2 ";""
"2906665";"2020-10-06";"20:48:41";"F";"9640";"7";"21";"0";"-";"-"
"2910005";"2020-10-06";"20:48:45";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.2 ";""
"2913405";"2020-10-06";"20:48:48";"F";"9641";"11";"22";"0";"-";"-"
"2917005";"2020-10-06";"20:48:52";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.2 ";""
"2921215";"2020-10-06";"20:48:56";"F";"9642";"12";"18";"0";"-";"-"
"2925005";"2020-10-06";"20:49:00";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2930405";"2020-10-06";"20:49:05";"F";"9643";"10";"21";"0";"-";"-"
"2934005";"2020-10-06";"20:49:09";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 32.1 ";""
"2938745";"2020-10-06";"20:49:13";"F";"9644";"13";"22";"0";"-";"-"
"2942005";"2020-10-06";"20:49:17";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 32.2 ";""
"2946545";"2020-10-06";"20:49:21";"F";"9645";"10";"23";"0";"-";"-"
"2950005";"2020-10-06";"20:49:25";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2954285";"2020-10-06";"20:49:29";"F";"9646";"7";"22";"0";"-";"-"
"2958005";"2020-10-06";"20:49:33";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2964805";"2020-10-06";"20:49:39";"F";"9647";"7";"24";"0";"-";"-"
"2968005";"2020-10-06";"20:49:43";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2971535";"2020-10-06";"20:49:46";"F";"9648";"10";"25";"0";"-";"-"
"2975005";"2020-10-06";"20:49:50";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2982805";"2020-10-06";"20:49:57";"F";"9649";"12";"16";"0";"-";"-"
"2986005";"2020-10-06";"20:50:01";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.1 ";""
"2994685";"2020-10-06";"20:50:09";"F";"9650";"7";"16";"0";"-";"-"
"2998005";"2020-10-06";"20:50:13";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.2 ";""
"3006285";"2020-10-06";"20:50:21";"F";"9651";"7";"20";"0";"-";"-"
"3006290";"2020-10-06";"20:50:21";"SCHE";"";"Chart stop ";""
"3010005";"2020-10-06";"20:50:25";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.2 ";""
"3058000";"2020-10-06";"20:51:12";"SCHS";"";"Chart start ";""
"3058005";"2020-10-06";"20:51:13";"C";"";"File Nr. 401 | File Dev. ID #1, DIVING-PAM-II:  ";""
"3088965";"2020-10-06";"20:51:43";"F";"9652";"26";"195";"0";"0.867";"0.0"
"3092005";"2020-10-06";"20:51:47";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"3098695";"2020-10-06";"20:51:53";"F";"9653";"149";"564";"0";"0.736";"0.0"
"3103005";"2020-10-06";"20:51:58";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"3105065";"2020-10-06";"20:52:00";"F";"9654";"111";"354";"0";"0.686";"0.0"
"3110005";"2020-10-06";"20:52:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"3115165";"2020-10-06";"20:52:10";"F";"9655";"411";"964";"0";"0.574";"0.0"
"3120005";"2020-10-06";"20:52:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"3122695";"2020-10-06";"20:52:17";"F";"9656";"222";"586";"0";"0.621";"0.0"
"3127005";"2020-10-06";"20:52:22";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3132695";"2020-10-06";"20:52:27";"F";"9657";"216";"973";"0";"0.778";"0.0"
"3137005";"2020-10-06";"20:52:32";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3139655";"2020-10-06";"20:52:34";"F";"9658";"365";"1098";"0";"0.668";"0.0"
"3144005";"2020-10-06";"20:52:39";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3146485";"2020-10-06";"20:52:41";"F";"9659";"337";"912";"0";"0.630";"0.0"
"3150005";"2020-10-06";"20:52:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3156095";"2020-10-06";"20:52:51";"F";"9660";"382";"963";"0";"0.603";"0.0"
"3160005";"2020-10-06";"20:52:55";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3163125";"2020-10-06";"20:52:58";"F";"9661";"262";"1141";"0";"0.770";"0.0"
"3168005";"2020-10-06";"20:53:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3169885";"2020-10-06";"20:53:04";"F";"9662";"351";"1253";"0";"0.720";"0.0"
"3173005";"2020-10-06";"20:53:08";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3178215";"2020-10-06";"20:53:13";"F";"9663";"337";"1079";"0";"0.688";"0.0"
"3183005";"2020-10-06";"20:53:18";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3190075";"2020-10-06";"20:53:25";"F";"9664";"347";"990";"0";"0.649";"0.0"
"3195005";"2020-10-06";"20:53:30";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3197435";"2020-10-06";"20:53:32";"F";"9665";"249";"772";"0";"0.677";"0.0"
"3201005";"2020-10-06";"20:53:36";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3203475";"2020-10-06";"20:53:38";"F";"9666";"382";"996";"0";"0.616";"0.0"
"3208005";"2020-10-06";"20:53:43";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3210485";"2020-10-06";"20:53:45";"F";"9667";"197";"528";"0";"0.627";"0.0"
"3215005";"2020-10-06";"20:53:50";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3216225";"2020-10-06";"20:53:51";"F";"9668";"206";"826";"0";"0.751";"0.0"
"3221005";"2020-10-06";"20:53:56";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3223875";"2020-10-06";"20:53:58";"F";"9669";"87";"329";"0";"0.736";"0.0"
"3227005";"2020-10-06";"20:54:02";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3229895";"2020-10-06";"20:54:04";"F";"9670";"101";"145";"0";"0.303";"0.0"
"3233005";"2020-10-06";"20:54:08";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3239155";"2020-10-06";"20:54:14";"F";"9671";"314";"839";"0";"0.626";"0.0"
"3244005";"2020-10-06";"20:54:19";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3248065";"2020-10-06";"20:54:23";"F";"9672";"127";"653";"0";"0.806";"0.0"
"3253005";"2020-10-06";"20:54:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"3277185";"2020-10-06";"20:54:52";"F";"9673";"348";"815";"0";"0.573";"0.0"
